tocr_id,tocr_name,articles,current,suggested,from_cdosgame,from_famitsu,sources,source_ids,unknown,risk,shared_with
cmtzt59x200eb0agmbkeettj9,光輝同盟,1,,PSP,,PSP,VOL.333 VOL.337 VOL.339,索引:光輝同盟,,,
cmtzt4mdt002h0agmyui5xqww,光輝戰史,1,,NDS,,NDS,VOL.316,索引:光輝戰史,,,
cmtzt5f8c002b0agmhxp30k2s,光輝騎士IV OVER LOAD,2,,PSP,,PSP,VOL.337 VOL.338,索引:光輝騎士ivoverload,,,
cmsyevzyr000d04l1lzatcr6x,光速先鋒,4,DOS,DOS,DOS,,cdg-4580,cdg-4580,,,
cmtpk5w7b015y04jvrncmj9s4,光電神兵,2,DOS,DOS,DOS,,cdg-4636,cdg-4636,,,
cmswqdm3r00aw04l6jocp2bsw,克萊恩英豪,4,DOS,DOS,DOS,,cdg-3996,cdg-3996,,,
cmt9rt6g5000s04jsgtnowz4u,克萊恩黑暗之后,4,,DOS,DOS,,cdg-3997,cdg-3997,,來源同時給了別筆(1),The Dark Queen Of Krynn
cmtd0z9u0001f04l68crg0rp1,兔寶寶闖通關,1,DOS,DOS,DOS,,cdg-5335,cdg-5335,,,
cmtpletdk0amz04jvkhl716xd,入侵者,1,,DOS,DOS,,cdg-4941 cdg-4784,cdg-4941 cdg-4784,,靠別名對上、對到多個來源條目,
cmsvoexkw005d04l84yxzuidz,全力反彈,1,DOS,DOS,DOS,,cdg-4715,cdg-4715,,,
cmtzt5nt3006c0agm77lxzxzj,全民節奏天國,1,,WII,,WII,VOL.343,索引:全民節奏天國,,,
cmsyevzzf000h04l1spl8eeia,全球戰略,2,DOS,DOS,DOS,,cdg-4579,cdg-4579,,,
cmta16l1x002104jw482pru7j,全球效應,1,DOS,DOS,DOS,,cdg-5240,cdg-5240,,,
cmtzt5p6n00730agmluha1mwt,全面對抗3,1,,PS3,,PS3,VOL.346,索引:全面對抗3,,,
cmtpkg3df02f404jv0zlne2dq,八女神物語,3,DOS,DOS,DOS,,cdg-0165,cdg-0165,,,
cmtpkxdiy062704jvumj02bl8,八女神物語2,1,DOS,DOS,DOS,,cdg-0166,cdg-0166,,,
cmtpletax0am604jvghzolthh,八龍神傳說,1,WIN,WIN,WIN,,cdg-0169,cdg-0169,,,
cmtpl7z6d08uz04jvsqau1m88,公元2140,1,DOS,DOS,DOS,,cdg-0173,cdg-0173,,,
cmsyqgok5009r04jn0ea2byfm,六角神兵,1,DOS,DOS,DOS,,cdg-4758,cdg-4758,,,
cmtpln9vd0cpb04jvnxd27stw,六道天書,2,WIN,WIN,WIN,,cdg-4283,cdg-4283,,,
cmtpkdz9s01vc04jvlstxff64,冥界幻姬,5,DOS,DOS,DOS,,cdg-1696,cdg-1696,,,
cmsvoexln005l04l89monlgp1,冬之魔,2,DOS,DOS,DOS,,cdg-3987,cdg-3987,,,
cmsxqa32z001404l4ohasw8v0,凱撒大帝,5,DOS,DOS,DOS,,cdg-2928,cdg-2928,,,
cmtzt4rtc005d0agm19acyu7x,凱薩琳,2,,PS3、X360,,PS3、X360,VOL.316 VOL.321 VOL.324 VOL.327 VOL.328 VOL.332,索引:凱薩琳,,,
cmtpk4xid00zv04jvws4l5it9,凱蘭迪亞傳奇,1,DOS,DOS,DOS,,cdg-2933,cdg-2933,,,
cmswuudqe000704l4vq33r8zu,出擊飛龍,3,,DOS,DOS,,cdg-4468,cdg-4468,,來源同時給了別筆(1),STRIDER / 飛龍
cmtplokd40cyw04jvlfqc028g,刀劍笑,1,WIN,WIN,WIN,,cdg-2939,cdg-2939,,,
cmtplhm6w0bb104jvvb9y7l4t,初戀,2,,WIN,WIN,,cdg-2940,cdg-2940,,靠別名對上,
cmu097reg001d0agmokf7dkti,初音未來 -名伶計畫- NEXT（暫定）,1,,PSV、PS3,,PSV、PS3,VOL.385 VOL.398 VOL.400,索引:初音未來名伶計畫next暫定,,,
cmtzt5srl00950agm9dz572qj,初音未來 -名伶計畫- extend,1,,PSP,,PSP,VOL.348 VOL.360,索引:初音未來名伶計畫extend,,,
cmu097rep001e0agm680ba62t,初音未來 -名伶計畫- f,1,,PSV、PS3,,PSV、PS3,VOL.398 VOL.400 VOL.412 VOL.414 VOL.421 VOL.425,索引:初音未來名伶計畫f,,,
cmu097gmu000y04l7idqakt65,刺客教條 啟示錄,1,,PS3、X360,,PS3、X360,VOL.362 VOL.363 VOL.364 VOL.365,索引:刺客教條啟示錄,,,
cmtzt5zum00cy0agm88npsxt3,刺客教條III,2,,PS3、X360,,PS3、X360,VOL.381 VOL.412,索引:刺客教條iii,,,
cmsvn87mo007104l86r45kq5o,前進高棉,4,DOS,DOS,DOS,,cdg-3945,cdg-3945,,,
cmtpkzn4o06mv04jv9btu6dcy,創世封魔傳,3,DOS,DOS,DOS,,cdg-3844,cdg-3844,,,
cmtpkecbl01yx04jv86dqyg0e,創世彈珠台,3,DOS,DOS,DOS,,cdg-3843,cdg-3843,,,
cmtpkzn3k06mk04jv1s8c3qtl,創世機神,1,DOS,DOS,DOS,,cdg-2961,cdg-2961,,,
cmtplhm7b0bb604jvs8d2dx8o,創世神話,1,WIN,WIN,WIN,,cdg-2962,cdg-2962,,,
cmta7yvae003b04kz1k5sf6uj,創世紀 III,1,,DOS,DOS,,cdg-2965,cdg-2965,,靠別名對上,
cmt9rt67i000104jszp8mwoue,創世紀7：黑月之門,2,,DOS,DOS,,cdg-2969,cdg-2969,,來源同時給了別筆(1),Ultima VII-The Black Gate / 創世紀VII——黑月之門
cmtpkerbp023h04jv1myebqii,創世紀8,5,,DOS,DOS,,cdg-2971,cdg-2971,,靠別名對上、來源同時給了別筆(1),創世紀8 異教徒
cmtpkgvlr02kt04jvv2z9fj0w,創世紀8 異教徒,1,,DOS,DOS,,cdg-2971,cdg-2971,,來源同時給了別筆(1),創世紀8
cmt9n4wfe004e04jm0ub74vge,創世紀VII——黑月之門,1,,DOS,DOS,,cdg-2969,cdg-2969,,靠別名對上、來源同時給了別筆(1),Ultima VII-The Black Gate / 創世紀7：黑月之門
cmtpk43g300qi04jv5noai3mc,創世紀VII第二部—巨蛇之島,4,,DOS,DOS,,cdg-2970,cdg-2970,,靠別名對上,
cmtpkr61v04ja04jvcml5pxg2,創世聖戰,1,DOS,DOS,DOS,,cdg-2979,cdg-2979,,,
cmtpkytqa06fb04jvpx5wa7be,創滅天地,1,DOS,DOS,DOS,,cdg-5092,cdg-5092,,,
cmtzt5qk4007u0agmjdscn8u2,劇場版超時空要塞 邊疆 ～戀離飛翼～ 組合包,1,,PS3,,PS3,VOL.348,索引:劇場版超時空要塞邊疆戀離飛翼組合包,,,
cmtpknfd703gj04jvxcuqiqxc,劉伯溫傳奇,8,DOS,DOS,DOS,,cdg-2984,cdg-2984,,,
cmtplcvsi0a2j04jvqfqbf3kf,劉備傳,5,DOS,DOS,DOS,,cdg-3875,cdg-3875,,,
cmtplaazv09fb04jva7o7nkzl,劍俠情緣,1,DOS,DOS,DOS,,cdg-2986,cdg-2986,,,
cmtplth460e2d04jvjhteor1e,劍俠情緣 2,1,,WIN,WIN,,cdg-2987,cdg-2987,,來源同時給了別筆(1),劍俠情緣貳
cmtplw6zs0ep804jv82ve0qta,劍俠情緣貳,1,,WIN,WIN,,cdg-2987,cdg-2987,,靠別名對上、來源同時給了別筆(1),劍俠情緣 2
cmtzt59pl004i04l51jykb0b5,劍與魔法與學園迷宮3D,1,,3DS,,3DS,VOL.333,索引:劍與魔法與學園迷宮3d,,,
cmtpkqein04b904jvhuf37cmo,劍芒羅曼史,1,DOS,DOS,DOS,,cdg-2989,cdg-2989,,,
cmtplyx5h0fb904jv0r9utvw6,劍靈,3,WIN,WIN,WIN,,cdg-2990,cdg-2990,,,
cmtzumc2o000t0agmjanrdeff,劍魂IV,1,,PS3、X360,,PS3、X360,VOL.181,索引:劍魂iv,,,
cmtzt5k1r004j0agmeh37vi8z,劍魂V,1,,PS3、X360,,PS3、X360,VOL.339 VOL.370,索引:劍魂v,,,
cmtztlzqw002a0agmfu579dis,功夫強尼,1,,3DS,,3DS,VOL.412,索引:功夫強尼,,,
cmsvo5yp7002g04l89y44355o,加州運動會,2,DOS,DOS,DOS,,cdg-4676,cdg-4676,,,
cmsyew00m000p04l1cth24hlk,加州運動會 II,1,,DOS,DOS,,cdg-4753,cdg-4753,,靠別名對上,
cmtpk5w7m016104jv8eb0dh9u,勁爆美式足球,1,DOS,DOS,DOS,,cdg-4637,cdg-4637,,,
cmta8mevy000s04jr4lp79x4z,勇士傳奇,4,,DOS,DOS,,cdg-1381,cdg-1381,,來源同時給了別筆(1),Legends of Valour
cmtpkb3ug01ex04jv3advhbhs,勇者傳說,4,DOS,DOS,DOS,,cdg-1383,cdg-1383,,,
cmtpl1ixq073h04jvwj7txilb,勇者泡泡龍,2,DOS,DOS,DOS,,cdg-1385,cdg-1385,,,
cmtplcvv00a3d04jvaraq9arh,勇者泡泡龍 2,1,WIN,WIN,WIN,,cdg-1386,cdg-1386,,,
cmtplswwd0dyj04jv3acbi2e4,勇者泡泡龍3,1,WIN,WIN,WIN,,cdg-1387,cdg-1387,,,
cmsu91jkr001b04l5fqeqkzv8,勇者鬥惡龍,2,DOS,DOS,DOS,,cdg-1391,cdg-1391,,,
cmtpk43my00s404jvq4iv07ou,勇者鬥惡龍II,2,,DOS,DOS,,cdg-1392,cdg-1392,,靠別名對上,
cmtpkdgpj01ss04jvdddu41fc,動腦急轉彎,2,,DOS,DOS,,cdg-1299,cdg-1299,,靠別名對上,
cmtzun8yz001e0agm2i1oq2u2,北斗無雙,1,,PS3、X360,,PS3、X360,VOL.284,索引:北斗無雙,,,
cmswq0tbg006v04l63vkc2e6x,北與南,2,,DOS,DOS,,cdg-3944,cdg-3944,,來源同時給了別筆(1),North & South
cmtpkqelv04cd04jv7g5ztwab,十三支局,1,DOS,DOS,DOS,,cdg-0182,cdg-0182,,,
cmtpl4d0s07vz04jvv6y174tx,十項全能,3,DOS,DOS,DOS,,cdg-4999,cdg-4999,,,
cmtpls2iv0ds904jvka5ffdtv,千禧新樂園,1,,WIN,WIN,,cdg-3190,cdg-3190,,靠別名對上、來源同時給了別筆(1),夢幻遊樂園
cmtpkqejy04bo04jvrf9k3rgo,千變少女—米娜,1,WIN,WIN,WIN,,cdg-0186,cdg-0186,,,
cmtpkktar03aa04jv4bpomayp,卒業,2,,DOS、WIN,DOS、WIN,,cdg-0191 cdg-1419,cdg-0191 cdg-1419,,靠別名對上、對到多個來源條目,
cmtpl8ou4090m04jv2d0z0yod,卒業戀愛篇,1,WIN,WIN,WIN,,cdg-0193,cdg-0193,,,
cmtpl0fiq06v204jv5on4sl34,卒業旅行,1,DOS,DOS,DOS,,cdg-0195,cdg-0195,,,
cmtpkp9qm03xw04jv6huy8pl7,南極冰怪,4,DOS,DOS,DOS,,cdg-0199,cdg-0199,,,
cmtpkfr8502ba04jvmtqwz2ko,南海霸主,2,DOS,DOS,DOS,,cdg-3884,cdg-3884,,,
cmtplw6tt0enb04jv9zgc6xoh,卡哇伊大作戰,1,WIN,WIN,WIN,,cdg-5193,cdg-5193,,,
cmtplq3gn0db004jvf41qo8jg,卡哇伊小貓咪,1,WIN,WIN,WIN,,cdg-5099,cdg-5099,,,
cmtzt5d5g00180agmdpuvwbue,卡比大集合,1,,NDS,,NDS,VOL.335 VOL.339,索引:卡比大集合,,,
cmtpkcbci01hu04jvia0pg1pq,卡耐雞的人生指南,3,DOS,DOS,DOS,,cdg-0682,cdg-0682,,,
cmtpki0ij02y604jv4yuq9vqf,印地大賽車,1,DOS,DOS,DOS,,cdg-5297,cdg-5297,,,
cmta92g3m007u04l6q95qtev1,印度王,1,DOS,DOS,DOS,,cdg-4590,cdg-4590,,,
cmtpn4fyy00pg04l69e35jegt,危城之戰,2,WIN,WIN,WIN,,cdg-4872,cdg-4872,,,
cmtpk4j4900v204jvy3ulpy6x,危城爭霸 戰狗,1,,DOS,DOS,,cdg-4114,cdg-4114,,靠別名對上、來源同時給了別筆(1),戰狗
cmtpl1iz8073x04jvlmcnpuw1,危機特勤組,2,DOS,DOS,DOS,,cdg-3911,cdg-3911,,,
cmtpnc6sk02c204l6h9w0m0gd,反三國志,2,WIN,WIN,WIN,,cdg-0699,cdg-0699,,,
cmtpk4x4y00yn04jvosfpw0qz,叛變克朗多,3,DOS,DOS,DOS,,cdg-3886,cdg-3886,,,
cmsx2w9e5006a04ldoqkitar1,叢林之神,2,,DOS,DOS,,cdg-4737,cdg-4737,,來源同時給了別筆(1),Livingstone II
cmtpk5w5m015j04jv5gtewa5l,叢林戰爭,4,DOS,DOS,DOS,,cdg-0703,cdg-0703,,,
cmtpl1itc072704jvqjxc3fjp,古墓奇兵,6,,DOS、WIN,DOS、WIN,,cdg-0906 cdg-0905,cdg-0906 cdg-0905,,靠別名對上、對到多個來源條目,
cmtplx9wf0exi04jvzubi0cos,古墓奇兵 5～回憶錄,1,WIN,WIN,WIN,,cdg-0910,cdg-0910,,,
cmtpl78g208qw04jvzvxfcbwy,古墓奇兵2：西安匕首,1,WIN,WIN,WIN,,cdg-0907,cdg-0907,,,
cmtpko64l03nl04jvrp22ivu4,古大陸物語,4,DOS,DOS,DOS,,cdg-0915,cdg-0915,,,
cmtpks00u04pp04jvto8asdmw,古大陸物語 2,1,,DOS,DOS,,cdg-0916,cdg-0916,,靠別名對上,
cmsvn61sh001b04l8p5jtkjwk,古巴反戰,2,DOS,DOS,DOS,,cdg-4709,cdg-4709,,,
cmtple53m0aa304jv61xvo779,古文明霸王傳,7,DOS,DOS,DOS,,cdg-0922,cdg-0922,,,
cmsreh04a002i04iej85u0ggr,古神之印,3,WIN,WIN,WIN,,cdg-0923,cdg-0923,,,
cmsybv6vq00ec04l23ung99bl,古董名車賽,1,DOS,DOS,DOS,,cdg-0924,cdg-0924,,,
cmtplw6u10ene04jv79cvjtn2,古龍群俠傳,3,WIN,WIN,WIN,,cdg-5096,cdg-5096,,,
cmtztlpav006704l5dwky6yr1,只想告訴你 ～傳達心意～,1,,NDS,,NDS,VOL.324,索引:只想告訴你傳達心意,,,
cmtpnh2lg03c004l6wonvinlj,叮噹五福星,2,WIN,WIN,WIN,,cdg-0928,cdg-0928,,,
cmt9n2oiy002v04jm282sw2sj,台海防衛戰,2,DOS,DOS,DOS,,cdg-0933,cdg-0933,,,
cmtpkg3bq02ei04jv0lmp8svf,台灣模擬選戰,1,DOS,DOS,DOS,,cdg-3903,cdg-3903,,,
cmtple53f0aa204jv0e4czydl,台灣職棒大聯盟,3,WIN,WIN,WIN,,cdg-4518,cdg-4518,,,
cmtzt4x6g00820agmwuo8ohbs,史坦斯閘門,1,,PSP,,PSP,VOL.327,索引:史坦斯閘門,,,
cmtpkkti503ci04jvuoj4odkc,同級生 2,8,,DOS,DOS,,cdg-0952,cdg-0952,,靠別名對上,
cmu097s26001n0agm0u8kag87,名偵探柯南 藍寶石迴旋曲,1,,NDS,,NDS,VOL.334,索引:名偵探柯南藍寶石迴旋曲,,,
cmtztlqnl006w04l5x7tmnqns,名偵探科南 藍寶石迴旋曲,1,,NDS,,NDS,VOL.326 VOL.329,索引:名偵探科南藍寶石迴旋曲,,,
cmsyqgol6009z04jn58p3jjsv,名流高爾夫,2,DOS,DOS,DOS,,cdg-0953,cdg-0953,,,
cmta1ag4y004a04jw8unm9jbv,名流高爾夫386,1,DOS,DOS,DOS,,cdg-0954,cdg-0954,,,
cmta8meyq001c04jr4vatbe9k,吞食天地2,1,DOS,DOS,DOS,,cdg-0978,cdg-0978,,,
cmtpky3hs069m04jv3rbo1o8z,吞食天地3,2,DOS,DOS,DOS,,cdg-0979,cdg-0979,,,
cmtpnzfxn072x04l66dblmghm,吸血姬夕維～千夜抄～,2,WIN,WIN,WIN,,cdg-4845,cdg-4845,,,
cmtpn9mhr01vy04l64b41d0lb,呂布與貂蟬,1,WIN,WIN,WIN,,cdg-0985,cdg-0985,,,
cmtztlmmn004n04l5lzma0on5,命運傳奇 導演版,1,,PS2,,PS2,VOL.181,索引:命運傳奇導演版,,,
cmtpnvlh1069t04l61mps7tks,喋血雙雄,2,,PS3,,PS3,VOL.184,索引:喋血雙雄,,,
cmtzt5y4200bx0agms2tdf2z7,喧嘩番長Bros. 塔京大混戰,1,,PSP,,PSP,VOL.380,索引:喧嘩番長bros塔京大混戰,,,
cmtzt4mkt002l0agmh2nj52bo,噬神戰士 神機解放,1,,PSP,,PSP,VOL.316,索引:噬神戰士神機解放,,,
cmtzt67ib00gx0agmoqo3t8b7,噬神戰士2,3,,PSP、PSV,,PSP、PSV,VOL.416 VOL.420 VOL.421 VOL.429 VOL.438,索引:噬神戰士2,,,
cmsvuqwrq000b04le7webqcad,噴射戰鬥機,7,DOS,DOS,DOS,,cdg-4217,cdg-4217,,,
cmt1hzs0x000l04ldq22771n8,囂張拳王,4,,DOS,DOS,,cdg-3916,cdg-3916,,來源同時給了別筆(1),4D Boxing
cmswqdm6j00bg04l6o9xqfsg0,四川省,5,DOS,DOS,DOS,,cdg-1028,cdg-1028,,,
cmta16kxm001404jwi1rx3ig8,四川省2,0,,DOS,DOS,,cdg-1029,cdg-1029,,來源同時給了別筆(1),四川省II
cmt1mvac4005r04juq6h9szpg,四川省II,4,,DOS,DOS,,cdg-1029,cdg-1029,,靠別名對上、來源同時給了別筆(1),四川省2
cmtpnc6tc02cc04l6f9fjdi1c,四海兄弟,2,WIN,WIN,WIN,,cdg-1036,cdg-1036,,,
cmta91un4006204l69odk7ldv,回到大魔域,1,DOS,DOS,DOS,,cdg-1041,cdg-1041,,,
cmsvn61nv000704l8jfluueee,國王傳奇,5,DOS,DOS,DOS,,cdg-3990,cdg-3990,,,
cmsvud83s003x04l6kff3q7xr,國王密令,1,,DOS,DOS,,cdg-1043,cdg-1043,,靠別名對上,
cmtxe424000260agmthrz1lbe,國王故事,1,,WII,,WII,VOL.193,索引:國王故事,,,
cmtpk4j7f00w404jvc9f2ppdh,地下創世紀,1,,DOS,DOS,,cdg-0756,cdg-0756,,靠別名對上、來源同時給了別筆(1),地下創世紀：冥河深淵
cmtpkgvws02n604jvlxbdbckg,地下創世紀2 次元之旅,1,DOS,DOS,DOS,,cdg-0757,cdg-0757,,,
cmt9n2o6g000d04jmxazbbt2z,地下創世紀：冥河深淵,3,,DOS,DOS,,cdg-0756,cdg-0756,,來源同時給了別筆(1),地下創世紀
cmtplgrv80b3g04jvg0lqi8yf,地城守護者2,3,WIN,WIN,WIN,,cdg-0761,cdg-0761,,,
cmsvomi78003h04jpksglqeer,地心探險,1,DOS,DOS,DOS,,cdg-4720,cdg-4720,,,
cmsvn87de004m04l80wunva0v,地心攔截,3,DOS,DOS,DOS,,cdg-0764,cdg-0764,,,
cmtpl78bk08q004jvdo9aj5af,地獄也瘋狂,1,DOS,DOS,DOS,,cdg-0765,cdg-0765,,,
cmtplna1k0cqs04jvxws3xfrp,地獄駭客,1,WIN,WIN,WIN,,cdg-5232,cdg-5232,,,
cmtplw6vl0enw04jvpq4kp2dg,地球帝國,1,,WIN,WIN,,cdg-0671,cdg-0671,,靠別名對上、來源同時給了別筆(1),世紀爭霸
cmsvoextc007l04l8rny95sj6,坦克大對決,4,DOS,DOS,DOS,,cdg-4701,cdg-4701,,,
cmtpk5e5b014504jv5d2yc49b,坦克大決戰,1,DOS,DOS,DOS,,cdg-0773,cdg-0773,,,
cmtzumd3r00170agmq8v7te5f,坦克戰記3,1,,NDS,,NDS,VOL.284,索引:坦克戰記3,,,
cmsylqo1g000704jigkm1rj3y,城市獵人,7,,DOS,DOS,,cdg-4322,cdg-4322,,靠別名對上、來源同時給了別筆(1),Rise of the Dragon
cmtpn7cse01ev04l6pwb9ua7r,報數三國演義,1,WIN,WIN,WIN,,cdg-0783,cdg-0783,,,
cmtpkoldr03vi04jv4u81kpuj,塔克拉瑪干-敦煌傳奇,1,WIN,WIN,WIN,,cdg-0784,cdg-0784,,,
cmtplq3os0ddo04jv8ik5h2mh,塞派拉之核,1,WIN,WIN,WIN,,cdg-0786,cdg-0786,,,
cmtpls2oc0dtl04jv52md4acv,墮落天使,3,WIN,WIN,WIN,,cdg-0787,cdg-0787,,,
cmta7yuw9000q04kznbnu3r1y,夏季運動會,3,DOS,DOS,DOS,,cdg-4014,cdg-4014,,,
cmta16l1g001y04jw5v2brzki,夏日物語,1,DOS,DOS,DOS,,cdg-1701,cdg-1701,,,
cmtpk4xds00zr04jv2kacpi6p,多情藥師酷牛仔,2,,DOS,DOS,,cdg-4632,cdg-4632,,來源同時給了別筆(1),Freddy Pharkas Frontier Pharmacist
cmsybok68006604l2u624qe7g,夜班玩具廠,2,DOS,DOS,DOS,,cdg-3952,cdg-3952,,,
cmtplv16l0edc04jv699zxlh1,夢幻一夜,1,WIN,WIN,WIN,,cdg-2722,cdg-2722,,,
cmtzt4wht007q0agmu77gogmy,夢幻之星PORTABLE 2 無窮進化,4,,PSP,,PSP,VOL.316 VOL.321 VOL.326 VOL.329 VOL.330 VOL.331 VOL.332 VOL.333,索引:夢幻之星portable2無窮進化,,,
cmta1ag5v004h04jwouqakfr5,夢幻勇士,1,,DOS,DOS,,cdg-4613,cdg-4613,,來源同時給了別筆(1),Unreal
cmtpki0em02wv04jvhuiewurz,夢幻占星館,1,DOS,DOS,DOS,,cdg-5244,cdg-5244,,,
cmss8fs7w006p04jsrjhmmguy,夢幻咖啡屋,1,WIN,WIN,WIN,,cdg-2727,cdg-2727,,,
cmtpliana0bh204jvey3rxogf,夢幻四驅車,1,,WIN,WIN,,cdg-2729,cdg-2729,,來源同時給了別筆(1),夢幻遙控車
cmtpkp9uo03yw04jverdq6wx4,夢幻天使,3,DOS,DOS,DOS,,cdg-2731,cdg-2731,,,
cmtplmm480cj904jv2bs1qptz,夢幻奇緣,1,WIN,WIN,WIN,,cdg-4864,cdg-4864,,,
cmtplkk5j0c1504jvgfzvavqu,夢幻妖精,2,WIN,WIN,WIN,,cdg-2733,cdg-2733,,,
cmtplna1w0cqv04jvshq3dhkz,夢幻小坦克,1,WIN,WIN,WIN,,cdg-2734,cdg-2734,,,
cmtpkdzbt01vs04jvgstnkdwl,夢幻帝國,1,DOS,DOS,DOS,,cdg-4651,cdg-4651,,,
cmtpll9hm0c9j04jv3lvo3zf2,夢幻披薩屋,1,WIN,WIN,WIN,,cdg-5105,cdg-5105,,,
cmtplhm5o0ban04jvdwyf43xp,夢幻模擬戰,1,WIN,WIN,WIN,,cdg-2741,cdg-2741,,,
cmtplqqrz0dgx04jvztsve549,夢幻模擬戰 3,1,WIN,WIN,WIN,,cdg-2743,cdg-2743,,,
cmtplw6z00eoz04jvosgbdb3p,夢幻水族箱,1,WIN,WIN,WIN,,cdg-2746,cdg-2746,,,
cmtzt4t4u00630agmkhzht6yi,夢幻終章,2,,WII,,WII,VOL.316 VOL.324 VOL.326,索引:夢幻終章,,,
cmtplokea0czb04jvlohyycwg,夢幻西巴拉,1,WIN,WIN,WIN,,cdg-5106,cdg-5106,,,
cmtplaskx09nd04jvfqkt2n3k,夢幻西餐廳,2,WIN,WIN,WIN,,cdg-2749,cdg-2749,,,
cmtplrmil0doj04jvdf6igpl9,夢幻西餐廳～三千年食堂,1,WIN,WIN,WIN,,cdg-2750,cdg-2750,,,
cmsreh08d004904ieqwybuf37,夢幻遊樂園,1,,WIN,WIN,,cdg-3190,cdg-3190,,靠別名對上、來源同時給了別筆(1),千禧新樂園
cmtplna170cqp04jvq10wdvtg,夢幻遙控車,1,,WIN,WIN,,cdg-2729,cdg-2729,,靠別名對上、來源同時給了別筆(1),夢幻四驅車
cmtplm0uv0cf304jvtv3dajk4,夢幻飛機場,1,WIN,WIN,WIN,,cdg-2756,cdg-2756,,,
cmtpkv0ae05gc04jvaj4rwine,夢見坡,1,,DOS,DOS,,cdg-2770,cdg-2770,,靠別名對上,
cmtpkeccu01z904jvxxf93lzc,大兵日記,2,DOS,DOS,DOS,,cdg-3846,cdg-3846,,,
cmtpniwey03pp04l65307a42f,大唐英雄傳,1,DOS,DOS,DOS,,cdg-0353,cdg-0353,,,
cmtpkwmfl05uq04jvj43e3f3o,大唐詩錄,2,WIN,WIN,WIN,,cdg-0355,cdg-0355,,,
cmtplvokm0el904jvv2rthglf,大唐雙龍傳,3,WIN,WIN,WIN,,cdg-0357,cdg-0357,,,
cmtpl636y08c104jvn2jwuezw,大地雄師,1,DOS,DOS,DOS,,cdg-0359,cdg-0359,,,
cmtplgzub0b7w04jvkgzve1mm,大宋英豪岳飛傳,2,,DOS,DOS,,cdg-0360,cdg-0360,,靠別名對上,
cmtplfdz20ar104jv9u869itt,大宗師,1,WIN,WIN,WIN,,cdg-5329,cdg-5329,,,
cmtpkrzzy04pf04jv9xpohhgn,大富翁 3,3,DOS,DOS,DOS,,cdg-0366,cdg-0366,,,
cmtpo1cdd07i504l6kwasgo1r,大富翁 8,2,WIN,WIN,WIN,,cdg-0371,cdg-0371,,,
cmtplr6pg0dly04jvxk1mdvwe,大富翁 升官之途,1,WIN,WIN,WIN,,cdg-0387,cdg-0387,,,
cmtpl9h4b097f04jve6bonlv5,大富翁4,2,WIN,WIN,WIN,,cdg-0367,cdg-0367,,,
cmtpn7czh01gm04l6wi5sgc8d,大富翁6,1,WIN,WIN,WIN,,cdg-0369,cdg-0369,,,
cmtpnntor04gt04l6mz5ciuvz,大富翁7,4,WIN,WIN,WIN,,cdg-0370,cdg-0370,,,
cmtpnh2q103cz04l6rpq41udu,大富翁8美眉,2,WIN,WIN,WIN,,cdg-0372,cdg-0372,,,
cmtplial90bgf04jv8m326zyb,大富翁世界之旅,3,WIN,WIN,WIN,,cdg-0375,cdg-0375,,,
cmtplswwx0dyp04jvn298q35k,大富翁世界之旅2,1,WIN,WIN,WIN,,cdg-0376,cdg-0376,,,
cmtpkytsj06fz04jv66hbknqa,大富翁之破壞超人,2,DOS,DOS,DOS,,cdg-0380,cdg-0380,,,
cmtpl2b6q07bu04jvgsg0qqlg,大富翁樂園,1,DOS,DOS,DOS,,cdg-0382,cdg-0382,,,
cmtpl8p2y093g04jvej7k6fm7,大富翁總動員,1,,DOS,DOS,,cdg-0384,cdg-0384,,靠別名對上,
cmtpnr41q057j04l67gky7rpr,大富翁與小富婆,1,WIN,WIN,WIN,,cdg-0386,cdg-0386,,,
cmsumhmva001q04jofc6h5rj3,大戰略,5,,DOS,DOS,,cdg-0389 cdg-0394 cdg-0395,cdg-0389 cdg-0394 cdg-0395,,靠別名對上、對到多個來源條目,
cmtpk5wap017304jvpk8jbeyy,大明英雄傳,1,,DOS,DOS,,cdg-0398,cdg-0398,,靠別名對上、來源同時給了別筆(1),大明英雄傳 龍騰天下
cmtpk4j5z00vm04jvx1o8plsb,大明英雄傳 龍騰天下,3,,DOS,DOS,,cdg-0398,cdg-0398,,來源同時給了別筆(1),大明英雄傳
cmtpkwmgt05v204jvg1m0eg7f,大決戰,1,WIN,WIN,WIN,,cdg-5107,cdg-5107,,,
cmtpkb3s601e904jvvfz22lyj,大海盜黃金版,1,DOS,DOS,DOS,,cdg-4557,cdg-4557,,,
cmtztln68004w04l5cu62xi23,大眾水族館,1,,NDS,,NDS,VOL.284,索引:大眾水族館,,,
cmt1mvam3008j04juistmvfn7,大航海時代,3,DOS,DOS,DOS,,cdg-0418,cdg-0418,,,
cmtpkgvud02mn04jvlihcqing,大航海時代2,1,DOS,DOS,DOS,,cdg-0419,cdg-0419,,,
cmtplnxgb0cu204jvhnshj0jf,大航海時代4,1,WIN,WIN,WIN,,cdg-0422,cdg-0422,,,
cmsregzzj001104iefirwgpbo,大逆鱗3,1,,WIN,WIN,,cdg-0425,cdg-0425,,來源同時給了別筆(1),大逆鱗III
cmtplian00bgz04jv2cs2jp05,大逆鱗II,1,,WIN,WIN,,cdg-0424,cdg-0424,,靠別名對上,
