tocr_id,tocr_name,articles,current,suggested,from_cdosgame,from_famitsu,sources,source_ids,unknown,risk,shared_with
cmtplj0080bnx04jvufwce0hy,聖少女學園～水晶組,2,WIN,WIN,WIN,,cdg-2527,cdg-2527,,,
cmtpknfg803h804jv0tfdb09b,聖少女戰隊 2,3,,DOS,DOS,,cdg-2529,cdg-2529,,來源同時給了別筆(1),聖少女戰隊 II
cmtpkktah03a704jv3pnovcr5,聖少女戰隊 II,1,,DOS,DOS,,cdg-2529,cdg-2529,,靠別名對上、來源同時給了別筆(1),聖少女戰隊 2
cmtpkwmhc05v804jvt35s718q,聖少女戰隊3,3,DOS,DOS,DOS,,cdg-2530,cdg-2530,,,
cmsvoibo0000u04jpahg219xg,聖戰奇兵,6,,WIN,WIN,,cdg-2531,cdg-2531,,靠別名對上、來源同時給了別筆(1),聖劍奇兵
cmsx2unry003404ld6ruv0jpl,聖戰奇兵冒險版,1,DOS,DOS,DOS,,cdg-2532,cdg-2532,,,
cmtpl556o085004jvghsapogz,聖戰物語,2,,DOS,DOS,,cdg-4147,cdg-4147,,來源同時給了別筆(1),Duel Succession
cmtpkwmgj05uz04jvu6lkqzj7,聖戰錄,2,DOS,DOS,DOS,,cdg-2534,cdg-2534,,,
cmtpkecby01yz04jvuzubcc5b,聖獸傳說,4,DOS,DOS,DOS,,cdg-4039,cdg-4039,,,
cmsreh02s002604iehe5dfdrc,聖眼之翼,2,WIN,WIN,WIN,,cdg-2537,cdg-2537,,,
cmtpls2i60ds304jv6oe6wjf4,聖章 女神傳說,2,,WIN,WIN,,cdg-4818,cdg-4818,,靠別名對上,
cmtztlsaj008404l5fyz1l0vb,聖誕之吻（EB收藏集＋）,1,,PSP、PS2,,PSP、PS2,VOL.333,索引:聖誕之吻eb收藏集,,,
cmss8fs7m006k04js4hotdz3y,聖靈騎士,1,WIN,WIN,WIN,,cdg-2541,cdg-2541,,,
cmtzt5atb00000agm3bjdquu7,聖騎戰史,1,,PSP,,PSP,VOL.333 VOL.337 VOL.340 VOL.343 VOL.346,索引:聖騎戰史,,,
cmtpljyld0bu304jvo94pgf4a,聖魔大戰,4,WIN,WIN,WIN,,cdg-4778,cdg-4778,,,
cmtpn9mnh01x704l6mbd8h2d2,聖魔爭霸,2,WIN,WIN,WIN,,cdg-4533,cdg-4533,,,
cmtxe41rg00040agm5bewk2ab,職棒大聯盟2K8,1,,PS2、PS3、PSP,,PS2、PS3、PSP,VOL.193,索引:職棒大聯盟2k8,,,
cmtztln6k004y04l5cbkokdk2,職棒家庭棒球場DS 2010,1,,NDS,,NDS,VOL.284,索引:職棒家庭棒球場ds2010,,,
cmsx2w9je007m04ld2cbxa0dy,職業網球大賽,2,DOS,DOS,DOS,,cdg-4729,cdg-4729,,,
cmt1hzs1q000q04ldau392kcn,職業網球大賽2,2,,DOS,DOS,,cdg-4593,cdg-4593,,來源同時給了別筆(1),Pro Tennis Tour 2
cmtpkcbi901jb04jv4msf331r,腦筋急轉彎,1,,WIN,WIN,,cdg-2151,cdg-2151,,靠別名對上,
cmsyqnpl6002h04i5uhscplf4,臉譜方塊,1,DOS,DOS,DOS,,cdg-3500,cdg-3500,,,
cmtpn9mi901w204l6wnztpncv,臥虎藏龍之青冥劍,1,WIN,WIN,WIN,,cdg-1319,cdg-1319,,,
cmtpkgvoe02lf04jverigrdue,臥龍傳,6,DOS,DOS,DOS,,cdg-1320,cdg-1320,,,
cmtplv1jf0eg404jvptnnzjhg,致命武力,5,WIN,WIN,WIN,,cdg-0849,cdg-0849,,,
cmtpn561200uj04l6ptauanwa,致命武力2重生,3,,WIN,WIN,,cdg-0850,cdg-0850,,靠別名對上,
cmtztm1h500340agm6xgygwh5,航海王 海賊無雙2,1,,PSV、PS3,,PSV、PS3,VOL.425,索引:航海王海賊無雙2,,,
cmtztlpr3006e04l5d96fe4v4,航海王 無限巡航SP,1,,3DS,,3DS,VOL.327,索引:航海王無限巡航sp,,,
cmtplth1y0e1w04jvnzuu8s8a,航空大亨,1,,DOS,DOS,,cdg-0858,cdg-0858,,靠別名對上,
cmtpkktey03bk04jv3ku626vz,航空霸業 2,1,DOS,DOS,DOS,,cdg-0861,cdg-0861,,,
cmsreh0ao005504ie1xmht4xq,艦隊指揮官,1,WIN,WIN,WIN,,cdg-0864,cdg-0864,,,
cmta8xkx1002a04l6jinta2i6,艾薇拉,1,,DOS,DOS,,cdg-3965,cdg-3965,,靠別名對上,
cmta1ag29003t04jwzdikc78v,艾薇拉2,1,,DOS,DOS,,cdg-3971,cdg-3971,,靠別名對上,
cmtplrmjy0doy04jv7y2a5ah7,艾薩克外傳 陽光少年遊,1,WIN,WIN,WIN,,cdg-3417,cdg-3417,,,
cmtztltx800010agmr8yo5ruu,花店故事,1,,NDS,,NDS,VOL.336,索引:花店故事,,,
cmtplaaxz09eq04jvslj723mt,花木蘭,2,,DOS,DOS,,cdg-3422,cdg-3422,,靠別名對上,
cmtpn7cny01dx04l60p3i1j0a,花神傳說,3,WIN,WIN,WIN,,cdg-3424,cdg-3424,,,
cmtpksrqt04zz04jvej494rux,英倫霸主,2,DOS,DOS,DOS,,cdg-3425,cdg-3425,,,
cmtpls2g40drl04jv82uoypkw,英熊本色,1,WIN,WIN,WIN,,cdg-3428,cdg-3428,,,
cmswq0tdi007d04l6dnphtdiv,英雄傳奇,2,,DOS,DOS,,cdg-3429,cdg-3429,,來源同時給了別筆(1),英雄傳奇I
cmu097guj001304l7h8nia5h5,英雄傳奇 搭檔群雄,1,,PSP,,PSP,VOL.361 VOL.362 VOL.365 VOL.369,索引:英雄傳奇搭檔群雄,,,
cmta1ag4b004604jwuo0kzbby,英雄傳奇3,0,,DOS,DOS,,cdg-4183,cdg-4183,,靠別名對上、來源同時給了別筆(1),Quest for Glory III: WAGES OF WAR
cmtpkerck023q04jv17u18pmh,英雄傳奇4,1,DOS,DOS,DOS,,cdg-3432,cdg-3432,,,
cmswuue1e002104l4nbpd0t6r,英雄傳奇I,2,,DOS,DOS,,cdg-3429,cdg-3429,,靠別名對上、來源同時給了別筆(1),英雄傳奇
cmtpl2wu607k104jv7ks7z5a0,英雄傳說 IV：朱紅血,1,,DOS,DOS,,cdg-3437,cdg-3437,,靠別名對上,
cmtpll9fd0c9004jv8w7wxi14,英雄本色,10,WIN,WIN,WIN,,cdg-3446,cdg-3446,,,
cmtpksrje04xs04jvny26a6z0,英雄聖戰,4,DOS,DOS,DOS,,cdg-3448,cdg-3448,,,
cmsvn61rn001304l8n52jb2ck,荒野遊俠,3,DOS,DOS,DOS,,cdg-3988,cdg-3988,,,
cmtpnr49e059g04l6vhzmyx4a,萬夫莫敵：聖女傳,1,WIN,WIN,WIN,,cdg-3459,cdg-3459,,,
cmss8fsag007y04jsa6iew4g3,萬艦齊發,3,WIN,WIN,WIN,,cdg-5380,cdg-5380,,,
cmss8fsc8008i04js8k14yk2q,蒼穹守護者,4,WIN,WIN,WIN,,cdg-3468,cdg-3468,,,
cmtzt4ov3003u0agm9k8ejtwp,蒼空騎士 ～飛向CODA～,1,,NDS,,NDS,VOL.317,索引:蒼空騎士飛向coda,,,
cmtztlzr8002c0agmi1m0134f,蒼翼默示錄 複製幻象,1,,3DS,,3DS,VOL.412,索引:蒼翼默示錄複製幻象,,,
cmtzumcx000120agmx9r63b9c,蒼翼默示錄 連續變幻,1,,PS3、X360,,PS3、X360,VOL.284,索引:蒼翼默示錄連續變幻,,,
cmtztlsiq008a04l5ztxw1brw,蒼翼默示錄 連續變幻II,1,,3DS、PSP,,3DS、PSP,VOL.324 VOL.333,索引:蒼翼默示錄連續變幻ii,,,
cmtpn1wf300bm04l6uax1kf0v,蒼鋼騎兵,1,WIN,WIN,WIN,,cdg-5166,cdg-5166,,,
cmtpnad8e024g04l68qp3ebt7,蒼龍少年,8,WIN,WIN,WIN,,cdg-3471,cdg-3471,,,
cmsylqo2u000d04ji9sfesc82,蓋世龍王,4,,DOS,DOS,,cdg-3857,cdg-3857,,來源同時給了別筆(1),Dragon Lord
cmta92g37007r04l6dk743x8l,蕩魔平妖誌,1,DOS,DOS,DOS,,cdg-3850,cdg-3850,,,
cmu097tom002p0agmfpyuf0er,薄櫻鬼 黎明錄DS,1,,NDS,,NDS,VOL.368,索引:薄櫻鬼黎明錄ds,,,
cmtzt5cyr00140agm8hk86j04,薩爾達傳說 時之笛3D,2,,3DS,,3DS,VOL.335 VOL.337 VOL.339 VOL.346,索引:薩爾達傳說時之笛3d,,,
cmtzt5s1o008m0agmp4p7bxl0,薩爾達傳說 通天劍,7,,WII,,WII,VOL.360 VOL.361 VOL.362 VOL.363 VOL.365 VOL.366 VOL.367 VOL.368,索引:薩爾達傳說通天劍,,,
cmsyrh7sa001g04lf1mt9eqt0,藍十字勳章,1,DOS,DOS,DOS,,cdg-4577,cdg-4577,,,
cmswqdm4900b004l6495kjtks,藍天使飛行特技小組,1,DOS,DOS,DOS,,cdg-4731,cdg-4731,,,
cmtpnzfxf072w04l6gpgjki6j,藍色天使隊,3,WIN,WIN,WIN,,cdg-3476,cdg-3476,,,
cmtpl0fhj06ut04jvegse454h,藍色石榴石,1,DOS,DOS,DOS,,cdg-3478,cdg-3478,,,
cmtpliao50bhc04jv9557ak1v,藍調情人,1,WIN,WIN,WIN,,cdg-5155,cdg-5155,,,
cmtxe43h3004m0agmh1tr6ytl,藍龍PLUS,2,,NDS,,NDS,VOL.181 VOL.184,索引:藍龍plus,,,
cmtpn7cob01e004l6agjyetnl,藏天神魔傳,1,,WIN,WIN,,cdg-3480,cdg-3480,,來源同時給了別筆(1),西藏鎮魔曲
cmt9rt6sd002w04jskyq6sgvo,蘿拉推理系列：匕首疑雲,3,DOS,DOS,DOS,,cdg-4612,cdg-4612,,,
cmtpkwmdo05u704jv796wy61h,虎將神兵,2,DOS,DOS,DOS,,cdg-4067,cdg-4067,,,
cmtpludik0ea204jvhj360kev,虛擬人生2,1,WIN,WIN,WIN,,cdg-2827,cdg-2827,,,
cmtztlq9y006l04l5d2qg9j55,虛擬實戰網球4,1,,PS3、X360,,PS3、X360,VOL.328,索引:虛擬實戰網球4,,,
cmtpn82rd01k704l6gwkdjqm9,蛋蛋大車拼,1,WIN,WIN,WIN,,cdg-2840,cdg-2840,,,
cmsvoexla005h04l8j0zpv3yy,蜘蛛人,4,DOS,DOS,DOS,,cdg-4716,cdg-4716,,,
cmtplbll209qv04jv9xtifwdv,蜘蛛超人,1,WIN,WIN,WIN,,cdg-2844,cdg-2844,,,
cmtpkznfq06qg04jvuvnvza1h,蜥蜴超人,1,DOS,DOS,DOS,,cdg-2845,cdg-2845,,,
cmsyqnps3004g04i5co9lv7xy,蝙蝠俠·電影版,1,,DOS,DOS,,cdg-4504,cdg-4504,,來源同時給了別筆(1),蝙蝠俠。電影版
cmsyevzw4000104l11vw046rv,蝙蝠俠。電影版,2,,DOS,DOS,,cdg-4504,cdg-4504,,來源同時給了別筆(1),蝙蝠俠·電影版
cmtpjz2l0002104jvayspypwq,蠟像館之謎,3,,DOS,DOS,,cdg-3872,cdg-3872,,來源同時給了別筆(1),Waxworks
cmtpljyjy0btp04jvcfuopmya,蠟筆小新,3,WIN,WIN,WIN,,cdg-2847,cdg-2847,,,
cmsvoexmz005x04l8vp69aizn,蠻俠神鷹,3,DOS,DOS,DOS,,cdg-4717,cdg-4717,,,
cmsxqa322000w04l4uii6kd6p,行星末日戰記,2,DOS,DOS,DOS,,cdg-4430,cdg-4430,,,
cmsyq9fkx003j04jnypxmhxpb,街頭小霸王,2,DOS,DOS,DOS,,cdg-0871,cdg-0871,,,
cmsvna21e008j04l8e3kmhnlz,街頭鬥士,1,DOS,DOS,DOS,,cdg-0873,cdg-0873,,,
cmsvud7sh000704l6wv0xnueh,衝鋒飛車,5,DOS,DOS,DOS,,cdg-0874,cdg-0874,,,
cmtpkpmtk047v04jviagtxptb,裝甲元帥,1,DOS,DOS,DOS,,cdg-0879,cdg-0879,,,
cmtplfzm00ax304jviyc4fo0v,裝甲先鋒,1,DOS,DOS,DOS,,cdg-5124,cdg-5124,,,
cmt03mnrd003u04l512bjawz7,裝甲雄師,1,,DOS,DOS,,cdg-0885,cdg-0885,,來源同時給了別筆(1),裝甲雄獅
cmswq0tcj007404l6etx9t0ob,裝甲雄獅,3,,DOS,DOS,,cdg-0885,cdg-0885,,靠別名對上、來源同時給了別筆(1),裝甲雄師
cmtplth670e2t04jv9ptlh74d,裝甲騎兵,1,WIN,WIN,WIN,,cdg-0887,cdg-0887,,,
cmtpnt55p05ou04l6cv24k4y9,裝甲騎兵2,2,WIN,WIN,WIN,,cdg-0888,cdg-0888,,,
cmtpktg8s053y04jvhkvkadg9,西楚霸王,3,,DOS,DOS,,cdg-0890,cdg-0890,,靠別名對上、來源同時給了別筆(1),西楚霸王—項羽
cmtpkqejf04bi04jvmr9x7dzi,西楚霸王—項羽,2,,DOS,DOS,,cdg-0890,cdg-0890,,來源同時給了別筆(1),西楚霸王
cmtd0z9nw000c04l6q362yufz,西洋封神榜,1,DOS,DOS,DOS,,cdg-0891,cdg-0891,,,
cmta8mexm001404jr77lidtke,西洋棋王,2,DOS,DOS,DOS,,cdg-4617,cdg-4617,,,
cmtpn2nv500hd04l6ogywoyui,西藏鎮魔曲,1,,WIN,WIN,,cdg-3480,cdg-3480,,靠別名對上、來源同時給了別筆(1),藏天神魔傳
cmtpkhkng02qo04jvr3hq3bpw,西遊記,2,DOS,DOS,DOS,,cdg-0893,cdg-0893,,,
cmtpk6hn7019k04jvvm5ibh0w,西遊記外傳,4,DOS,DOS,DOS,,cdg-0897,cdg-0897,,,
cmtplgry00b4a04jv27rhdysj,西風狂詩曲,1,WIN,WIN,WIN,,cdg-0898,cdg-0898,,,
cmtplokdd0cyz04jveiop57ls,西風狂詩曲2～暴風雨,2,WIN,WIN,WIN,,cdg-0899,cdg-0899,,,
cmsylqo41000j04ji5ag5kvco,親愛的，我被電視吸走了！,1,,DOS,DOS,,cdg-3972,cdg-3972,,來源同時給了別筆(1),Altered Destiny
cmtztlo9y005v04l5ooxscjju,角色快拍! 湯瑪斯小火車/HELLO KITTY,1,,NDS,,NDS,VOL.317,索引:角色快拍湯瑪斯小火車hellokitty,,,
cmtztlqa5006m04l50g8lh1mu,角色快拍！美樂蒂,1,,NDS,,NDS,VOL.328,索引:角色快拍美樂蒂,,,
cmtzt4wsr007u0agmulgpczlg,解放之刃REXX,1,,3DS、PSP,,3DS、PSP,VOL.327 VOL.335,索引:解放之刃rexx,,,
cmtplm10i0cgv04jvvznv9i2g,解放軍之怒,1,WIN,WIN,WIN,,cdg-0902,cdg-0902,,,
cmtztlprb006f04l5n8up0o0v,觸控！雙筆運動,1,,3DS,,3DS,VOL.327 VOL.331 VOL.334 VOL.338,索引:觸控雙筆運動,,,
cmtzt6asu00is0agm7ehfngni,討鬼傳,2,,PSP、PSV,,PSP、PSV,VOL.423 VOL.438,索引:討鬼傳,,,
cmtpkktb203ad04jvq31yarjc,誕生,4,DOS,DOS,DOS,,cdg-3338,cdg-3338,,,
cmta8ukwy000y04l6yw7xbny2,諸神的黃昏,1,DOS,DOS,DOS,,cdg-3339,cdg-3339,,,
cmtzt5f1s00270agmvn876lys,諾菈與時間工房 迷霧森林的魔女,2,,NDS,,NDS,VOL.337 VOL.339 VOL.346 VOL.348,索引:諾菈與時間工房迷霧森林的魔女,,,
cmtzt56w300d10agmb6r9jnyv,謎惑館 ～聲音之間～,1,,3DS,,3DS,VOL.332 VOL.334,索引:謎惑館聲音之間,,,
cmt1mj8ws003504jum5bt3umq,警察故事,2,DOS,DOS,DOS,,cdg-3868,cdg-3868,,,
cmsvn61uc001r04l8uwi8g4kn,警察故事 II,2,,DOS,DOS,,cdg-4431,cdg-4431,,靠別名對上,
cmtpkrzy204ow04jv0mth2c0g,警察故事 V：霹靂小組,1,,DOS,DOS,,cdg-5265,cdg-5265,,靠別名對上,
cmt03mn8u000a04l535m4ump8,警察故事3－陰謀,1,,DOS,DOS,,cdg-4592,cdg-4592,,來源同時給了別筆(1),Police Quest 3: The Kindred
cmtpknffg03h204jvmoeva227,象棋俄羅斯,2,DOS,DOS,DOS,,cdg-2138,cdg-2138,,,
cmss8fs0r003v04jsf2qt4cpq,象棋水滸戰2,1,WIN,WIN,WIN,,cdg-2153,cdg-2153,,,
cmtplet5z0alh04jv57jfjeoz,象棋路邊攤,1,WIN,WIN,WIN,,cdg-2155,cdg-2155,,,
cmtpkqel504c304jvd0v56phf,賊佳拍檔,1,DOS,DOS,DOS,,cdg-4069,cdg-4069,,,
cmtzt5ytv00cd0agmtxw7e666,質量效應3,2,,PS3、X360,,PS3、X360,VOL.378 VOL.380 VOL.381,索引:質量效應3,,,
cmsyq9fme003x04jnaxzq8z2z,賭城大觀,1,DOS,DOS,DOS,,cdg-4582,cdg-4582,,,
cmswprlh9002w04l67cjnwyc5,賭神,3,DOS,DOS,DOS,,cdg-3349,cdg-3349,,,
cmtztm0yi002u0agm17t0y5jh,賽馬大亨7 2013,1,,PSP、PS3,,PSP、PS3,VOL.416 VOL.423,索引:賽馬大亨72013,,,
cmsyqgoqc00b104jn5i1z2su4,赤壁之戰,2,DOS,DOS,DOS,,cdg-3359,cdg-3359,,,
cmtpkp9sv03yn04jvnjf03iot,赤日,4,DOS,DOS,DOS,,cdg-4070,cdg-4070,,,
cmtzumcq5000y0agmldlfhimb,赤色鋼鐵2,1,,WII,,WII,VOL.284,索引:赤色鋼鐵2,,,
cmtzt64fe00fd0agmoum0hmpy,走出戶外 動物之森,2,,3DS,,3DS,VOL.407 VOL.412 VOL.414 VOL.416 VOL.420 VOL.421 VOL.423 VOL.425 VOL.429 VOL.438,索引:走出戶外動物之森,,,
cmtztlyvh001w0agm8czsum8s,走投無路危險爺爺 邪（暫定）,1,,3DS,,3DS,VOL.398,索引:走投無路危險爺爺邪暫定,,,
cmtpks03k04qm04jvbfp2dkmx,超時空戰機,1,,DOS,DOS,,cdg-5224,cdg-5224,,來源同時給了別筆(1),BARYON
cmtpkqegv04ao04jvnp0917py,超時空英雄傳說,4,DOS,DOS,DOS,,cdg-2172,cdg-2172,,,
cmtpl3lsj07nw04jvd89y2v9d,超時空英雄傳說2,4,,DOS,DOS,,cdg-2173,cdg-2173,,靠別名對上,
cmtplbloa09ru04jv8tf4mu2t,超時空英雄傳說2～北方密使,1,,DOS,DOS,,cdg-2174,cdg-2174,,靠別名對上,
cmtpki0d902wo04jveu1cx0p6,超時空要塞,4,DOS,DOS,DOS,,cdg-2176,cdg-2176,,,
cmtzt4vcd00740agm5bk6gpg6,超時空要塞 三角邊疆,2,,PSP,,PSP,VOL.324 VOL.326 VOL.328 VOL.331,索引:超時空要塞三角邊疆,,,
cmtpkol8p03to04jvehp6wcz2,超未來少女,1,,DOS,DOS,,cdg-2178,cdg-2178,,來源同時給了別筆(1),FORESIGHT DOLLY
cmtplcvvi0a3j04jv196om1eq,超級五子棋,1,DOS,DOS,DOS,,cdg-2182,cdg-2182,,,
cmtpko62d03n504jvicr11ta1,超級大富翁,3,DOS,DOS,DOS,,cdg-4129,cdg-4129,,,
cmtzt589c00ds0agmjs00ukcz,超級快打旋風IV ARCADE EDITION,3,,ARCADE、PS3、X360,,ARCADE、PS3、X360,VOL.332 VOL.335 VOL.346,索引:超級快打旋風ivarcadeedition,,,
cmu097s2m001o0agm8oha6wfk,超級戰隊大戰 群雄雲集,1,,WII,,WII,VOL.334,索引:超級戰隊大戰群雄雲集,,,
cmt1hzs3n001804ldofd4dj8m,超級星式9號,3,,DOS,DOS,,cdg-2201,cdg-2201,,靠別名對上、來源同時給了別筆(1),Nova 9
cmtzt4kvc001o0agmf6yy68jv,超級機器人大戰OG傳奇 魔裝機神,1,,NDS,,NDS,VOL.284,索引:超級機器人大戰og傳奇魔裝機神,,,
cmtzt5t8k009e0agmb77yp49f,超級機器人大戰OG傳奇 魔裝機神II,1,,PSP,,PSP,VOL.361 VOL.364 VOL.366 VOL.368,索引:超級機器人大戰og傳奇魔裝機神ii,,,
cmtztloa4005w04l5wbw27mva,超級猴子球3D（暫定）,1,,3DS,,3DS,VOL.317,索引:超級猴子球3d暫定,,,
cmtzt5tes009i0agmeree4e02,超級瑪利歐3D樂園,4,,3DS,,3DS,VOL.360 VOL.361 VOL.362 VOL.363 VOL.364 VOL.365,索引:超級瑪利歐3d樂園,,,
cmtztm19v002z0agmnkb5lyiy,超級英雄 武力對決,1,,PS3、X360,,PS3、X360,VOL.425 VOL.429,索引:超級英雄武力對決,,,
cmtpk6ho2019r04jvfzyc5783,超級越野賽車,1,DOS,DOS,DOS,,cdg-5356,cdg-5356,,,
cmtplgrvp0b3l04jvik4d88bm,超級運動員2,1,,DOS,DOS,,cdg-4785,cdg-4785,,靠別名對上,
cmtpl7z3y08u604jvmfgmg49v,超級酒店大亨,3,DOS,DOS,DOS,,cdg-2228,cdg-2228,,,
cmtplm0v40cf604jvyf4e99mr,超級酒店大亨2,1,WIN,WIN,WIN,,cdg-2229,cdg-2229,,,
cmtplgrz40b4m04jviobws27x,超級醫生3,1,WIN,WIN,WIN,,cdg-2230,cdg-2230,,,
cmtzt5ff4002f0agm9yyvs90p,超越未來 導正時箭,1,,PSP、PS3,,PSP、PS3,VOL.337,索引:超越未來導正時箭,,,
cmtpnsgje05kd04l6kdeyeg7l,超魔法大戰,2,WIN,WIN,WIN,,cdg-2235,cdg-2235,,,
cmtzt4xyt008i0agm3znhywof,越野風暴3,1,,PS3,,PS3,VOL.324 VOL.327 VOL.331 VOL.333,索引:越野風暴3,,,
cmtzt698m00hz0agmvzt0m23f,路易吉的鬼屋2,2,,3DS,,3DS,VOL.412 VOL.420 VOL.421 VOL.429,索引:路易吉的鬼屋2,,,
cmsx2w9ag005e04ld4tuk991h,跳跳飛球,1,,DOS,DOS,,cdg-4736,cdg-4736,,來源同時給了別筆(1),Pop Up
cmtpkg3dq02f604jvjiogiisv,跳跳魔法師,2,,DOS,DOS,,cdg-4659,cdg-4659,,來源同時給了別筆(1),HOCUS POCUS
cmtztlxfl00160agm7ebbg9zy,車輪國與向日葵少女,1,,PSP,,PSP,VOL.362,索引:車輪國與向日葵少女,,,
cmtxe42mx001r04jl3swee025,軍神 奧林帕斯的鎖鏈,1,,PSP,,PSP,VOL.185,索引:軍神奧林帕斯的鎖鏈,,,
cmtplx9yr0eye04jv1kxth1na,軒轅伏魔錄,1,WIN,WIN,WIN,,cdg-1880,cdg-1880,,,
cmswpwlvf005e04l60fd3t21a,軒轅劍,2,DOS,DOS,DOS,,cdg-1881,cdg-1881,,,
cmtpkcbb001hh04jvos70kkop,軒轅劍2,1,,DOS,DOS,,cdg-1882,cdg-1882,,來源同時給了別筆(1),軒轅劍貳
cmss8frug001104jsuos063hd,軒轅劍3-雲和山的彼端,1,,WIN,WIN,,cdg-1884,cdg-1884,,來源同時給了別筆(1),軒轅劍參～雲和山的彼端
cmtpnwwzo06ir04l6jztyn299,軒轅劍伍,1,,WIN,WIN,,cdg-1888,cdg-1888,,靠別名對上,
cmtpludkj0eak04jv2rhss864,軒轅劍參外傳 天之痕,5,,WIN,WIN,,cdg-1885,cdg-1885,,靠別名對上,
cmtplq3p00ddr04jv6a4q7gmy,軒轅劍參～雲和山的彼端,1,,WIN,WIN,,cdg-1884,cdg-1884,,靠別名對上、來源同時給了別筆(1),軒轅劍3-雲和山的彼端
cmtpki0cx02wm04jvdazsmx38,軒轅劍外傳 楓之舞,1,,DOS,DOS,,cdg-1883,cdg-1883,,靠別名對上,
cmtpnr47u059204l6r3aek410,軒轅劍外傳漢之雲,1,WIN,WIN,WIN,,cdg-1889,cdg-1889,,,
cmtpnntua04i304l60ixxbfxd,軒轅劍外傳：蒼之濤,6,,WIN,WIN,,cdg-1887,cdg-1887,,靠別名對上,
cmtpkd3q301n104jv9f4czpqo,軒轅劍貳,5,,DOS,DOS,,cdg-1882,cdg-1882,,靠別名對上、來源同時給了別筆(1),軒轅劍2
cmtpl6v7408l104jv91btuvwb,軒轅聖戰錄,5,DOS,DOS,DOS,,cdg-1894,cdg-1894,,,
cmtpkktbd03ag04jv053d3rzw,轉校生,3,DOS,DOS,DOS,,cdg-1896,cdg-1896,,,
cmtplblwp09ua04jv9ng864a4,轉輪王幻夢,1,,WIN,WIN,,cdg-0271,cdg-0271,,靠別名對上,
cmtpkr5zn04in04jvrghwwzvw,辛巴達幻境奇航,2,WIN,WIN,WIN,,cdg-5351,cdg-5351,,,
cmtplfzew0avn04jvaawzaajw,迦陵演義,1,WIN,WIN,WIN,,cdg-4267,cdg-4267,,,
cmsvn87e8004u04l86kdl0ata,迷你高爾夫,1,DOS,DOS,DOS,,cdg-4712,cdg-4712,,,
cmtpo2lz107rp04l6mluptzmm,迷城國度,1,,DOS,DOS,,cdg-3873,cdg-3873,,靠別名對上,
cmt03mnik002304l5tjuki0pq,迷宮動動腦,1,DOS,DOS,DOS,,cdg-2555,cdg-2555,,,
cmtpkv0dc05gz04jvywktk9j9,迷走都市,1,DOS,DOS,DOS,,cdg-2558,cdg-2558,,,
cmss8frxd002a04js6vtnzgc6,退魔傳說,2,WIN,WIN,WIN,,cdg-5149,cdg-5149,,,
cmtpkk61h032e04jv0xlifb4m,逆玉王,2,DOS,DOS,DOS,,cdg-2564,cdg-2564,,,
cmtzt4mry002p0agm34ws9lrw,逆轉檢事2,7,,NDS,,NDS,VOL.316 VOL.321 VOL.324 VOL.326 VOL.327 VOL.328 VOL.329 VOL.331,索引:逆轉檢事2,,,
cmtzuniah003q0agmz1y7obj0,逆轉裁判5,1,,3DS,,3DS,VOL.438,索引:逆轉裁判5,,,
cmtplizyo0bnk04jv7s5vne1t,逐鹿中原,3,,WIN,WIN,,cdg-2569,cdg-2569,,靠別名對上,
cmsyqgovz00c904jn2kj71upj,通天蜘蛛人,2,DOS,DOS,DOS,,cdg-4749,cdg-4749,,,
cmsyqgokn009v04jntg5bumwd,連環泡,1,DOS,DOS,DOS,,cdg-2576,cdg-2576,,,
cmtztlrqw007r04l5b6afg43j,進化世代2：全面解放,1,,PS3、X360,,PS3、X360,VOL.331 VOL.332,索引:進化世代2全面解放,,,
cmtb4t93e000804l7ycb8rbqs,遊戲剋星,1,DOS,DOS,DOS,,cdg-5372,cdg-5372,,,
cmtpkkth003c604jvizkpluyw,運輸大亨,1,,DOS,DOS,,cdg-2583,cdg-2583,,來源同時給了別筆(1),Transport Tycoon
cmtpkpmjj045q04jvuw6tq9kz,運鏢天下,2,,DOS,DOS,,cdg-2584,cdg-2584,,靠別名對上,
cmu097tp2002q0agm2enasrnj,遙遠時空5 風花記,1,,PSP,,PSP,VOL.368,索引:遙遠時空5風花記,,,
cmtzt5pw7007i0agmgcfmsm1d,邊境保衛戰 爆聲震天,1,,ARCADE,,ARCADE,VOL.346,索引:邊境保衛戰爆聲震天,,,
cmtpkv09f05g604jvttbu4o7n,邊緣戰區,2,DOS,DOS,DOS,,cdg-2590,cdg-2590,,,
cmtzt62aw00ea0agmmlxhgagk,那由多之軌跡,1,,PSP,,PSP,VOL.398,索引:那由多之軌跡,,,
cmtpl8ovd091004jv1m0klns8,邪神,1,DOS,DOS,DOS,,cdg-4150,cdg-4150,,,
cmtpk138c00f904jveqrkayl8,邪神傳說,1,DOS,DOS,DOS,,cdg-2592,cdg-2592,,,
cmtpker7g022204jv0re5qk2y,邪神大地,2,DOS,DOS,DOS,,cdg-2593,cdg-2593,,,
cmtpn6pko019y04l6bl0b5ex1,鄭問之三國誌,2,WIN,WIN,WIN,,cdg-2596,cdg-2596,,,
cmsvoexzs008o04l8o0iqnokm,醫生也瘋狂,1,DOS,DOS,DOS,,cdg-2598,cdg-2598,,,
