bucket,cdg_id,cdg_title,year,cdg_platform,cdg_images,tocr_id,tocr_name,articles,years,tocr_platforms,status,decision
B 一中一西,cdg-4613,夢幻勇士,1990,DOS,0,cmta1ag5v004h04jwouqakfr5,夢幻勇士,1,1992–1992,,要判,
B 一中一西,cdg-4613,夢幻勇士,1990,DOS,0,cmtpk135i00en04jvols8ysj9,Unreal,1,1992–1992,,要判,
B 一中一西,cdg-4625,烏托邦,1991,DOS,1,cmta7yv53002b04kz2j6t5tuc,烏托邦,4,1993–1993,,要判,
B 一中一西,cdg-4625,烏托邦,1991,DOS,1,cmtpk43gk00qk04jvr7jugb4n,UTOPIA,1,1993–1993,,要判,
B 一中一西,cdg-4627,太空牛仔,1990,DOS,1,cmtpk43it00r604jv0yquunew,太空牛仔,2,1993–1993,,要判,
B 一中一西,cdg-4627,太空牛仔,1990,DOS,1,cmtpk43iz00r704jvftd9sqj2,Spaceward Ho!,1,1993–1993,,要判,
B 一中一西,cdg-4629,橋牌高手,1992,DOS,0,cmta8mf53002p04jrehcuvod4,橋牌高手,3,1993–1993,,要判,
B 一中一西,cdg-4629,橋牌高手,1992,DOS,0,cmtpjz2kn001y04jvieh7swop,Bridge Master,1,1993–1993,,要判,
B 一中一西,cdg-4632,多情藥師酷牛仔,1993,DOS,1,cmtpk4xds00zr04jv2kacpi6p,多情藥師酷牛仔,2,1993–1994,,要判,
B 一中一西,cdg-4632,多情藥師酷牛仔,1993,DOS,1,cmtpk43lg00rt04jvz34q07eo,Freddy Pharkas Frontier Pharmacist,1,1993–1993,,要判,
B 一中一西,cdg-4642,救世聖主,1993,DOS,1,cmtpkcbgu01iy04jvadx3r54g,救世聖主,2,1994–1994,,要判,
B 一中一西,cdg-4642,救世聖主,1993,DOS,1,cmtpk6hru01a604jvtb6pnwc1,SHADOW CASTER,1,1993–1993,,要判,
B 一中一西,cdg-4659,跳跳魔法師,1994,DOS,2,cmtpkg3dq02f604jvjiogiisv,跳跳魔法師,2,1994–1994,,要判,
B 一中一西,cdg-4659,跳跳魔法師,1994,DOS,2,cmtpkgvbn02it04jvil11i558,HOCUS POCUS,1,1994–1994,,要判,
B 一中一西,cdg-4661,網路奇兵,1994,DOS,1,cmtpkgvkb02kj04jvija1748m,網路奇兵,2,1994–1995,,要判,
B 一中一西,cdg-4661,網路奇兵,1994,DOS,1,cmtpkgvkl02kk04jvr6syjbty,SYSTEM SHOCK,1,1994–1994,,要判,
B 一中一西,cdg-4733,激流浪子,1989,DOS,2,cmswuudoh000104l4cwbxb20v,激流浪子,2,1990–1991,,要判,
B 一中一西,cdg-4733,激流浪子,1989,DOS,2,cmswuudp0000204l47atvs3zk,TOOBIN,1,1990–1990,,要判,
B 一中一西,cdg-4734,雪國狄斯奈,1990,DOS,2,cmswuudwd001904l4ruu5jun6,雪國狄斯奈,3,1990–1991,,要判,
B 一中一西,cdg-4734,雪國狄斯奈,1990,DOS,2,cmswuudwl001a04l471fyveep,SKI OR DIE,1,1990–1990,,要判,
B 一中一西,cdg-4736,跳跳飛球,1991,DOS,2,cmsx2w9ag005e04ld4tuk991h,跳跳飛球,1,1990–1990,,要判,
B 一中一西,cdg-4736,跳跳飛球,1991,DOS,2,cmsx2w9am005f04lden9mt7k4,Pop Up,1,1990–1990,,要判,
B 一中一西,cdg-4737,叢林之神,1989,DOS,2,cmsx2w9e5006a04ldoqkitar1,叢林之神,2,1990–1991,,要判,
B 一中一西,cdg-4737,叢林之神,1989,DOS,2,cmsx2w9eb006b04ld9vt6w8ky,Livingstone II,1,1990–1990,,要判,
B 一中一西,cdg-4744,極光勇士,1990,DOS,2,cmsybel4u003e04jvf1hpzlce,極光勇士,3,1990–1991,,要判,
B 一中一西,cdg-4744,極光勇士,1990,DOS,2,cmsxqcbn4004z04l4zw34nn4y,STARBLADE,1,1990–1990,,要判,
B 一中一西,cdg-4752,第六感生死關頭,1989,DOS,2,cmsylqo7r001604jilte6dayl,第六感生死關頭,1,1991–1991,,要判,
B 一中一西,cdg-4752,第六感生死關頭,1989,DOS,2,cmsylqo7y001704jiu1v09hah,Interphase,1,1991–1991,,要判,
B 一中一西,cdg-4759,緝毒特勤組,1990,DOS,3,cmsysv1pr001k04jocvkdnm9u,緝毒特勤組,2,1991–1991,,要判,
B 一中一西,cdg-4759,緝毒特勤組,1990,DOS,3,cmsyqnpgz001b04i5fficgd4r,Hoverforce,1,1991–1991,,要判,
B 一中一西,cdg-4764,火爆鋼球,1990,DOS,2,cmt03mnbf000n04l5gwtses2q,火爆鋼球,4,1992–1992,,要判,
B 一中一西,cdg-4764,火爆鋼球,1990,DOS,2,cmt03mnbn000o04l51p5p7pkl,Speed Ball 2,1,1992–1992,,要判,
B 一中一西,cdg-4770,天下第一刀,1991,DOS,0,cmta7yv04001904kz53adhn9y,天下第一刀,1,1993–1993,,要判,
B 一中一西,cdg-4770,天下第一刀,1991,DOS,0,cmta7yv0b001a04kzzs4ct074,The First Samurai,1,1993–1993,,要判,
B 一中一西,cdg-4771,玩具兵棋,1992,DOS,1,cmta7yuvg000l04kzkfbmgks7,玩具兵棋,1,1993–1993,,要判,
B 一中一西,cdg-4771,玩具兵棋,1992,DOS,1,cmta82gdm005m04kzjrtr77al,Theatre Of War,2,1993–1993,,要判,
B 一中一西,cdg-4780,秘境傳說,1998,Windows,1,cmss8frvm001j04jss6uivsko,秘境傳說,1,1999–1999,,要判,
B 一中一西,cdg-4780,秘境傳說,1998,Windows,1,cmtplmm6m0cjx04jv3zk3t3sg,Midgard,1,1999–1999,,要判,
B 一中一西,cdg-4821,神月紀事,2001,Windows,1,cmtplthbx0e4504jvu28ueway,神月紀事,1,2000–2000,,要判,
B 一中一西,cdg-4821,神月紀事,2001,Windows,1,cmtpln9sc0col04jvx4bgspr6,LUNA SAGA,1,1999–1999,,要判,
B 一中一西,cdg-4855,時光的羈絆,2004,Windows,0,cmtpnp2js04rb04l6jmgnu3ej,時光的羈絆,2,2003–2004,,要判,
B 一中一西,cdg-4855,時光的羈絆,2004,Windows,0,cmtpnofbp04l304l6dpgd0ybb,EVER17,2,2003–2011,,要判,
B 一中一西,cdg-5224,超時空戰機,1995,DOS,1,cmtpks03k04qm04jvbfp2dkmx,超時空戰機,1,1996–1996,,要判,
B 一中一西,cdg-5224,超時空戰機,1995,DOS,1,cmtpkkt8l039n04jveowh5wyq,BARYON,1,1995–1995,,要判,
B 一中一西,cdg-5233,鐵甲戰士,1994,DOS,1,cmtpkcbbh01hl04jvdtpfgf2h,鐵甲戰士,1,1994–1994,,要判,
B 一中一西,cdg-5233,鐵甲戰士,1994,DOS,1,cmtpkhkjp02pl04jvox8rq6lt,Rise of the Robots,1,1994–1994,,要判,
B 一中一西,cdg-5249,異星特警,1994,DOS,0,cmtpknfsj03k204jvuz234u7h,異星特警,3,1995–1995,,要判,
B 一中一西,cdg-5249,異星特警,1994,DOS,0,cmtpkk6c9035s04jv7j9yhhjw,Creature Shock,1,1995–1995,,要判,
B 一中一西,cdg-5387,魔導異元素：精靈戰士篇,2000,Windows,2,cmtplq3g60dav04jvrwdfki6d,魔導異元素,1,2000–2000,,要判,
B 一中一西,cdg-5387,魔導異元素：精靈戰士篇,2000,Windows,2,cmtpletom0ap504jv4d6n7ebd,Sequence Palladium,1,1998–1998,,要判,
