cdg_id,cdg_title,year,cdg_platform,cdg_images,tocr_id,tocr_name,articles,tocr_platforms,status
cdg-4581,A-6入侵者,1990,DOS,2,cmsylqo6j000v04ji12r01sep,A-6入侵者,1,,要判
cdg-4581,A-6入侵者,1990,DOS,2,cmsybeksg001904jvw0lzgmdf,Flight of the Intruder,2,,要判
cdg-4583,醫生也瘋狂2：腦科篇,1990,DOS,0,cmsylwgts005q04jiiu9kiwrq,Life & Death II: The Brain,1,,
cdg-4587,F-14雄貓式戰鬥機,1990,DOS,0,cmsyqgoni00ag04jntrjtt0y3,F-14雄貓式戰鬥機,1,,要判
cdg-4587,F-14雄貓式戰鬥機,1990,DOS,0,cmsyqnpfd000z04i5pd24y4ph,F-14 Tomcat,1,,要判
cdg-4589,魔獸紀元,1990,DOS,0,cmt1mvael006l04ju98qyauk5,魔獸紀元,2,DOS,
cdg-4613,夢幻勇士,1990,DOS,0,cmta1ag5v004h04jwouqakfr5,夢幻勇士,1,,要判
cdg-4613,夢幻勇士,1990,DOS,0,cmtpk135i00en04jvols8ysj9,Unreal,1,,要判
cdg-4627,太空牛仔,1990,DOS,1,cmtpk43it00r604jv0yquunew,太空牛仔,2,,要判
cdg-4627,太空牛仔,1990,DOS,1,cmtpk43iz00r704jvftd9sqj2,Spaceward Ho!,1,,要判
cdg-4734,雪國狄斯奈,1990,DOS,2,cmswuudwd001904l4ruu5jun6,雪國狄斯奈,3,,要判
cdg-4734,雪國狄斯奈,1990,DOS,2,cmswuudwl001a04l471fyveep,SKI OR DIE,1,,要判
cdg-4738,巴黎─達卡越野大賽,1990,DOS,2,cmsylqoen002l04jiacbtycpo,巴黎-達卡越野大賽,1,DOS,
cdg-4739,獸王記,1990,DOS,2,cmsumll7f007f04jowor6k80t,獸王記,3,DOS,
cdg-4742,銀行大盜,1990,DOS,2,cmsxqa302000d04l4huw8a002,銀行大盜,1,DOS,
cdg-4744,極光勇士,1990,DOS,2,cmsybel4u003e04jvf1hpzlce,極光勇士,3,,要判
cdg-4744,極光勇士,1990,DOS,2,cmsxqcbn4004z04l4zw34nn4y,STARBLADE,1,,要判
cdg-4745,PGA職業高爾夫巡迴賽,1990,DOS,2,cmsxqcbod005b04l4ufgoifyc,PGA Tour Golf,1,,
cdg-4746,石之道,1990,DOS,2,cmsybekpn000t04jvok1fpbhw,石之道,1,DOS,
cdg-4747,霹靂男兒,1990,DOS,2,cmsybekoy000p04jvudss6szj,霹靂男兒,1,DOS,
cdg-4749,通天蜘蛛人,1990,DOS,2,cmsyqgovz00c904jn2kj71upj,通天蜘蛛人,2,DOS,
cdg-4750,銀河飛將：秘密任務,1990,DOS,2,,,,,站上沒有
cdg-4751,空戰奇兵,1990,DOS,2,cmsylqogd003204jittbmq4q3,空戰奇兵,3,DOS,
cdg-4753,加州運動會2,1990,DOS,2,cmsyew00m000p04l1cth24hlk,加州運動會 II,1,,
cdg-4757,魔幻遊樂場,1990,DOS,3,cmsyq9fmw004204jnhzksxqaf,魔幻遊樂場,1,DOS,
cdg-4758,六角神兵,1990,DOS,2,cmsyqgok5009r04jn0ea2byfm,六角神兵,1,DOS,
cdg-4759,緝毒特勤組,1990,DOS,3,cmsysv1pr001k04jocvkdnm9u,緝毒特勤組,2,,要判
cdg-4759,緝毒特勤組,1990,DOS,3,cmsyqnpgz001b04i5fficgd4r,Hoverforce,1,,要判
cdg-4764,火爆鋼球,1990,DOS,2,cmt03mnbf000n04l5gwtses2q,火爆鋼球,4,,要判
cdg-4764,火爆鋼球,1990,DOS,2,cmt03mnbn000o04l51p5p7pkl,Speed Ball 2,1,,要判
cdg-4895,歡樂點點棋,1990,DOS,0,,,,,站上沒有
cdg-4896,變形蚊,1990,DOS,0,,,,,站上沒有
cdg-4899,原子棋,1990,DOS,0,,,,,站上沒有
cdg-4900,回到未來2,1990,DOS,0,,,,,站上沒有
cdg-4901,霹靂飛車2,1990,DOS,0,,,,,站上沒有
cdg-4902,智慧三角方塊,1990,DOS,0,,,,,站上沒有
cdg-4903,小毛毛,1990,DOS,0,,,,,站上沒有
cdg-4904,模擬月球基地,1990,DOS,0,,,,,站上沒有
cdg-4906,太空瑪麗2,1990,DOS,0,,,,,站上沒有
cdg-4908,洛克人（Mega Man）,1990,DOS,0,cmsve5jho001z04kzjeo9c41d,洛克人,2,,
cdg-4907,美洲豹之怒,1990,DOS,0,,,,,站上沒有
cdg-4912,幽靈間諜,1990,DOS,0,,,,,站上沒有
cdg-4914,米格29戰鬥機,1990,DOS,0,,,,,站上沒有
cdg-4917,致命的吸引力,1990,DOS,0,,,,,站上沒有
cdg-4918,上帝也巔峯,1990,DOS,0,,,,,站上沒有
cdg-4925,決戰飛盤,1990,DOS,0,,,,,站上沒有
cdg-4926,卡拉漢王朝,1990,DOS,0,,,,,站上沒有
cdg-4927,暫時停止呼吸,1990,DOS,0,,,,,站上沒有
cdg-4928,終極戰士（Rotox）,1990,DOS,0,cmsve5jha001v04kzvsmlm2vu,終極戰士,1,,
cdg-4938,星戰風暴,1990,DOS,0,,,,,站上沒有
cdg-5235,異形軍團,1990,DOS,1,,,,,站上沒有
cdg-5304,齊爾達傳說,1990,DOS,4,,,,,站上沒有
cdg-0079,GP500摩托賽,1991,DOS,1,,,,,站上沒有
cdg-0112,PC魔術方塊,1991,DOS,2,,,,,站上沒有
cdg-0148,一路狂飆,1991,DOS,4,,,,,站上沒有
cdg-0233,三國演義,1991,DOS,4,cmsylqohs003f04jih81zn4j0,三國演義,17,,要判
cdg-0233,三國演義,1991,DOS,4,cmsylwgrf005604jiajhhyt73,The Rising Dynasty,1,,要判
cdg-0283,上帝也抓狂2,1991,DOS,4,cmta8mf1v002004jrel0fk4xu,上帝也抓狂II,1,,
cdg-0532,小鬼當家,1991,DOS,0,,,,,站上沒有
cdg-0581,幻想空間5,1991,DOS,1,cmtbf1vcd001d04l5tsqig4lk,幻想空間5,1,DOS,
cdg-0753,立體西洋棋5,1991,DOS,3,cmt1mj8kc000n04juctqebdgh,SARGON V-World Class Chess,1,,
cdg-0977,吞食天地三國外傳,1991,DOS,3,,,,,站上沒有
cdg-1062,圍棋大戰,1991,DOS,2,cmsylwgp0004m04jiuhjdosfy,The Many Faces of GO,1,,
cdg-1090,威利奇遇記,1991,DOS,1,cmt03mnm5002p04l5j5wmzp2c,威利奇遇記,3,DOS,
cdg-1150,決戰台灣16張麻將,1991,DOS,1,,,,,站上沒有
cdg-1158,決戰泰國拳,1991,DOS,0,,,,,站上沒有
cdg-1363,陸軍棋,1991,DOS,0,cmsyrh7zq002x04lf1vwxsxz5,陸軍棋,2,DOS,
cdg-1465,美女拳,1991,,1,,,,,站上沒有
cdg-1513,風火跳棋2,1991,DOS,5,,,,,站上沒有
cdg-1542,飛狼突擊隊,1991,DOS,2,cmt8znytt001g04jy3vvbnfzy,飛狼突擊隊,4,DOS,
cdg-1586,伊忍道,1991,DOS,0,cmtpkfrbi02c404jvsweyh4xz,伊忍道,2,DOS,
cdg-1617,俠客英雄傳,1991,DOS,1,cmta8xkw7002104l61ne3ppft,俠客英雄傳,4,DOS,
cdg-1668,傲空神鷹,1991,DOS,3,cmta8mez8001f04jrk8vlc9hz,傲空神鷹,4,DOS,
cdg-1838,神州八劍,1991,DOS,2,cmsylqo73001004jip3ilyfux,神州八劍,8,,要判
cdg-1838,神州八劍,1991,DOS,2,cmsylqo7a001104ji6uj6ncxo,The Other Side of the Predella,1,,要判
cdg-1874,福祿雙霸天,1991,DOS,0,cmtb4t96b000r04l7f7vxplch,福祿雙霸天,2,DOS,
cdg-1938,異域之門,1991,DOS,3,cmt1hzs81002c04ldgwpxkmc8,異域之門,9,,要判
cdg-1938,異域之門,1991,DOS,3,cmsyrh865004904lfdknkbdek,Gateway to the Savage Frontier,1,,要判
cdg-1958,築城大師,1991,DOS,3,cmsyrzhie001904jxkbruumf1,築城大師,3,DOS,
cdg-2072,終極戰士2,1991,DOS,2,,,,,站上沒有
cdg-2186,超級俄羅斯方塊,1991,DOS,4,,,,,站上沒有
cdg-2201,超級星式九號,1991,DOS,0,cmt1hzs3s001904ldfttyu9b2,Nova 9,1,,要判
cdg-2201,超級星式九號,1991,DOS,0,cmt1hzs3n001804ldofd4dj8m,超級星式9號,3,,要判
cdg-2268,黑暗之池,1991,DOS,5,cmt1mj8ky000r04jup8i0jifh,黑暗之池,7,DOS,
cdg-2278,黑武士,1991,DOS,2,cmt03mngx001r04l5x1896mg9,黑武士,3,DOS,
cdg-2290,教父,1991,DOS,1,,,,,站上沒有
cdg-2303,文明帝國,1991,DOS,3,cmtplp0gz0d4t04jvfqhutxef,文明帝國,1,,要判
cdg-2303,文明帝國,1991,DOS,3,cmtd0z9tk001c04l6cttw3bx1,文明,2,,要判
cdg-2303,文明帝國,1991,DOS,3,cmt9n2oc3001e04jmjj2zffuq,文明霸業,5,,要判
cdg-2333,新幻想空間,1991,DOS,0,cmtpnrstr05ex04l60y8r9tht,新幻想空間,1,DOS,
cdg-2393,明星職棒,1991,DOS,3,cmta1agid006i04jwaf65gsko,明星職棒,2,DOS,
cdg-2476,最後武力,1991,DOS,1,cmta8xkxa002d04l6gbpqyj37,最後武力,2,DOS,
cdg-2501,破壞神傳說,1991,DOS,1,cmswpwltw005104l6d63pxd9t,破壞神傳說,4,DOS,
cdg-2669,雷射坦克,1991,DOS,1,cmtd0z9sg001404l6ltdywhbd,雷射坦克,1,DOS,
cdg-2699,電腦魔域,1991,DOS,1,cmtbf1v1z000o04l5veh7dlvd,電腦魔域,1,DOS,
cdg-2775,瘋狂主宰,1991,DOS,1,cmtpk4x7r00z904jvfqp1cse0,瘋狂主宰,1,,要判
cdg-2775,瘋狂主宰,1991,DOS,1,cmtpjz2nq002q04jvh5w7ojh3,Mega Lo Mania,2,,要判
cdg-2895,銀河帝國傳,1991,DOS,4,cmsyq9fid003504jn9k2gb2w9,銀河帝國傳,5,DOS,
cdg-2912,銀河飛將2：帝國逆襲,1991,DOS,3,,,,,站上沒有
cdg-2976,創世紀外傳2：火星之旅,1991,DOS,1,cmsyrh7lm000504lfrl5e7yre,火星之旅,7,,
cdg-3025,彈子檯,1991,DOS,1,,,,,站上沒有
cdg-3037,拱豬（1991）,1991,DOS,0,cmta8xkzd003104l6c8qd9tha,拱豬,1,,
cdg-3044,挑戰極速,1991,DOS,1,cmta8xkyt002v04l62ep5rko9,挑戰極速,1,,要判
cdg-3044,挑戰極速,1991,DOS,1,cmsyqnpif001q04i5n9yy6hq7,Mario Andretti's Racing Challenge,1,,要判
cdg-3048,捍衛雄鷹3.0,1991,DOS,2,cmt1mvabr005n04ju49e3afcr,捍衛雄鷹3.0,8,,要判
cdg-3048,捍衛雄鷹3.0,1991,DOS,2,cmsysz3aa006v04jojdyrfltb,FALCON 3.0,5,,要判
cdg-3196,模擬螞蟻,1991,DOS,1,cmtb4t94h000e04l75k78p6ve,模擬螞蟻,2,DOS,
cdg-3339,諸神的黃昏,1991,DOS,2,cmta8ukwy000y04l6yw7xbny2,諸神的黃昏,1,DOS,
cdg-3534,猴島小英雄2：里察克的復仇,1991,DOS,6,cmt8znypp000s04jyxsjmjx0x,猴島小英雄 2,4,,
cdg-3727,魔法門3：幻島歷險記,1991,DOS,6,,,,,站上沒有
cdg-3763,魔眼殺機：深水城的陰謀,1991,DOS,4,cmsyqnpgf001704i5m4b655wu,Eye of the Beholder,2,,要判
cdg-3763,魔眼殺機：深水城的陰謀,1991,DOS,4,cmsyqgomy00ac04jnh4utvi37,魔眼殺機,10,,要判
cdg-3764,魔眼殺機2：隱月傳奇,1991,DOS,0,,,,,站上沒有
cdg-3850,蕩魔平妖誌,1991,DOS,0,cmta92g37007r04l6dk743x8l,蕩魔平妖誌,1,DOS,
cdg-3885,歐陸戰線,1991,DOS,0,cmtpkerd1023s04jvgh3xpyhf,歐陸戰線,1,DOS,
cdg-3916,囂張拳王,1991,DOS,1,cmt1hzs0x000l04ldq22771n8,囂張拳王,4,,要判
cdg-3916,囂張拳王,1991,DOS,1,cmsysv1mj000t04jovztewjnn,4D Boxing,3,,要判
cdg-3954,D計劃,1991,DOS,2,cmt03mn7k000504l5yrnbyraz,D計劃,3,,
cdg-3955,送報童2,1991,DOS,2,,,,,站上沒有
cdg-3969,宇宙傳奇4：時空穿越者,1991,DOS,2,,,,,站上沒有
cdg-3971,艾薇拉2：恐怖劇場,1991,DOS,2,cmta1ag29003t04jwzdikc78v,艾薇拉2,1,,
cdg-3974,童話天地,1991,DOS,0,cmt1hzs48001e04ldtgyamdqt,童話天地,4,DOS,
cdg-3975,俠盜羅賓漢,1991,DOS,3,cmt1hzs30001204ldn9rgo25t,俠盜羅賓漢,8,DOS,
cdg-3979,方塊ABC,1991,DOS,3,cmtb7sera001704laehsdcqw5,方塊ABC,1,DOS,
cdg-4010,納粹飛行祕史,1991,DOS,4,cmt9n4wln005s04jmxcmhpxfb,納粹飛行秘史資料片,1,,
cdg-4012,無敵飛狼2000,1991,DOS,0,cmt1hzrx7000204ldap58bser,無敵飛狼2000,6,,要判
cdg-4012,無敵飛狼2000,1991,DOS,0,cmsysv1ny001504jowv04oeit,GUNSHIP 2000,3,,要判
cdg-4013,夜鷹隱形戰鬥機,1991,DOS,0,cmt03mnab000h04l53nc4mko3,F-117A夜鷹隱形戰鬥機,2,,
cdg-4024,狂島浴血,1991,DOS,0,cmt9rt6ig001604jstkmtnnbu,狂島浴血,5,,要判
cdg-4024,狂島浴血,1991,DOS,0,cmta069vv000a04jrica6u0n9,Battle Isle,1,,要判
cdg-4113,魔法皇冠,1991,DOS,0,cmtpkdgqu01t704jvckcnyji9,魔法皇冠,1,DOS,
cdg-4154,中國之心,1991,,3,cmsyqgome00a804jnev5wsk1v,中國之心,8,,
cdg-4167,PC原人,1991,DOS,0,,,,,站上沒有
cdg-4186,百戰小旅鼠,1991,DOS,5,,,,,站上沒有
cdg-4204,完美將軍,1991,DOS,1,cmtb7sepd000t04laoz3z0ray,完美將軍,2,DOS,
cdg-4205,無敵艦隊2525,1991,DOS,1,cmta92g4e008004l6nf6nf2x4,無敵艦隊2525,1,DOS,
cdg-4230,幽靈騎士,1991,DOS,2,cmsyq9flj003p04jndaxi6e2e,幽靈騎士,9,DOS,
cdg-4445,雪山競技,1991,DOS,3,cmtb7seqt001404laqw7bzqc3,雪山競技,1,DOS,
cdg-4562,新宇宙傳奇,1991,DOS,0,,,,,站上沒有
cdg-4582,賭城大觀,1991,DOS,0,cmsyq9fme003x04jnaxzq8z2z,賭城大觀,1,DOS,
cdg-4586,快快樂樂學打字,1991,DOS,0,cmsyqnpdz000r04i5m0dnj9lh,DVORAK ON TYPING,1,,
cdg-4590,印度王,1991,DOS,2,cmta92g3m007u04l6q95qtev1,印度王,1,DOS,
cdg-4591,火星大懸案,1991,DOS,2,cmt1mj8tx002l04jue29v96lq,火星大懸案,4,DOS,
cdg-4592,警察故事3：陰謀,1991,DOS,0,cmt03mn8u000a04l535m4ump8,警察故事3－陰謀,1,,要判
cdg-4592,警察故事3：陰謀,1991,DOS,0,cmt03mn92000b04l5ldija64r,Police Quest 3: The Kindred,1,,要判
cdg-4593,職業網球大賽2,1991,DOS,0,cmt1hzs1q000q04ldau392kcn,職業網球大賽2,2,,要判
cdg-4593,職業網球大賽2,1991,DOS,0,cmt1hzs1x000r04ldvshqw7qm,Pro Tennis Tour 2,1,,要判
cdg-4594,歡樂滿點,1991,DOS,0,cmt1hzrzx000f04ldpeo7p7pr,歡樂滿點,2,DOS,
cdg-4595,天生好手2,1991,DOS,0,cmtdmiiix000g04l4rg0howd7,天生好手2,1,,要判
cdg-4595,天生好手2,1991,DOS,0,cmt1hzs2j000x04ldz3t0kux7,Earl Weaver Baseball II,1,,要判
cdg-4595,天生好手2,1991,DOS,0,cmt1hzs2d000w04ldil167ckp,天生好手II,1,,要判
cdg-4596,空中英雄：長空會戰,1991,DOS,2,cmt1hzs4u001k04ld4qcxnlzf,空中英雄－長空會戰,1,,要判
cdg-4596,空中英雄：長空會戰,1991,DOS,2,cmt1mj8it000d04ju87j981c1,空中英雄長空會戰,2,,要判
cdg-4596,空中英雄：長空會戰,1991,DOS,2,cmt03mnej001a04l5reu6of9r,Chuck Yeager's Air Combat,2,,要判
cdg-4598,小人物狂想曲2,1991,DOS,0,cmtdmiih0000404l4bno7jj50,小人物狂想曲2,1,,要判
cdg-4598,小人物狂想曲2,1991,DOS,0,cmt8znyko000904jymh5f1dnd,小人物狂想曲 II,3,,要判
cdg-4597,幻影法師,1991,DOS,2,cmt1mvace005v04juavvz6utr,幻影法師,6,DOS,
cdg-4599,天才智多星,1991,DOS,0,cmt1hzs5b001p04ld59baxwgf,天才智多星,5,,要判
cdg-4599,天才智多星,1991,DOS,0,cmt1hzs5g001q04ldfxy8np7x,Castle of Dr. Brain,1,,要判
cdg-4600,攻佔比佛利山莊,1991,DOS,0,cmt8znynv000j04jyp9fknbuv,攻佔比佛利山莊,2,DOS,
cdg-4601,拯救鯨魚王,1991,DOS,0,cmt8znyp7000p04jycwc2f8j6,拯救鯨魚王,3,DOS,
cdg-4603,天際寒星：義無反顧,1991,DOS,3,cmt9n4wjz005e04jmtschbw37,天際寒星——義無反顧,1,,要判
cdg-4603,天際寒星：義無反顧,1991,DOS,3,cmt8znyzk002m04jy9af94sym,PLANET'S EDGE,2,,要判
cdg-4609,戰爭風雲錄：中東戰爭,1991,DOS,4,cmt9rt6je001c04js2srk60mo,戰爭風雲錄：中東戰爭,3,,要判
cdg-4609,戰爭風雲錄：中東戰爭,1991,DOS,4,cmta06a6d001v04jrvben362i,Conflict: Middle East,1,,要判
cdg-4611,357戰鬥大隊,1991,DOS,0,cmta06a36001e04jrmjob55m6,357戰鬥大隊,2,,
cdg-4625,烏托邦,1991,DOS,1,cmta7yv53002b04kz2j6t5tuc,烏托邦,4,,要判
cdg-4625,烏托邦,1991,DOS,1,cmtpk43gk00qk04jvr7jugb4n,UTOPIA,1,,要判
cdg-4645,勝利大決戰：猶他海岸攻防戰,1991,DOS,1,,,,,站上沒有
cdg-4736,跳跳飛球,1991,DOS,2,cmsx2w9ag005e04ld4tuk991h,跳跳飛球,1,,要判
cdg-4736,跳跳飛球,1991,DOS,2,cmsx2w9am005f04lden9mt7k4,Pop Up,1,,要判
cdg-4741,意亂情迷,1991,DOS,2,cmsxqa2y0000104l4j0i0bhvy,意亂情迷,1,DOS,
cdg-4754,銀河飛將：秘密任務2,1991,DOS,2,,,,,站上沒有
cdg-4756,俄式遊戲集錦,1991,DOS,2,cmsyq9fiw003a04jnit11t270,俄式遊戲集錦,1,DOS,
cdg-4760,F-15鷹式戰鬥機2資料片：沙漠風暴,1991,DOS,3,,,,,站上沒有
cdg-4761,名車大賽3資料片,1991,DOS,3,cmsylwgsv005i04ji7jqvp0qn,Test Drive III: Road & Car,1,,
cdg-4765,銀河飛將2：特別任務1,1991,DOS,2,,,,,站上沒有
cdg-4770,天下第一刀,1991,DOS,0,cmta7yv04001904kz53adhn9y,天下第一刀,1,,要判
cdg-4770,天下第一刀,1991,DOS,0,cmta7yv0b001a04kzzs4ct074,The First Samurai,1,,要判
cdg-4905,閣樓美女拼圖,1991,DOS,3,,,,,站上沒有
cdg-4911,約翰尋腦記,1991,DOS,0,,,,,站上沒有
cdg-4913,小精靈2（Gremlins 2）,1991,DOS,0,,,,,站上沒有
cdg-4916,3-3籃球大對決,1991,DOS,0,,,,,站上沒有
cdg-4921,小魔星,1991,DOS,0,,,,,站上沒有
cdg-4924,鐵甲異變,1991,DOS,4,cmta92g2j007m04l6ra5toum5,鐵甲異變,2,DOS,
cdg-4933,魔鬼終結者,1991,DOS,3,cmta8xl08003c04l69d2v5553,魔鬼終結者,1,DOS,
cdg-4934,中世紀戰士,1991,DOS,0,,,,,站上沒有
cdg-4935,德意志邏輯,1991,DOS,0,,,,,站上沒有
cdg-4946,永恆之燭2,1991,DOS,1,,,,,站上沒有
cdg-4986,銀河飛鷹PLUS,1991,DOS,1,,,,,站上沒有
cdg-5229,百戰小旅鼠2,1991,DOS,3,cmtd0z9rr000z04l6cmf3o4yr,百戰小旅鼠2,1,DOS,
cdg-5230,忍者原人,1991,DOS,5,cmta8ukxe001004l6xahx2yey,忍者原人,1,DOS,
cdg-5309,羅賓漢,1991,DOS,1,cmtd0z9rb000w04l653lsa2u2,羅賓漢,1,DOS,
cdg-5315,完美將軍：二次大戰篇,1991,DOS,0,,,,,站上沒有
cdg-5333,北歐戰國誌,1991,DOS,0,,,,,站上沒有
cdg-5335,兔寶寶闖通關,1991,DOS,0,cmtd0z9u0001f04l68crg0rp1,兔寶寶闖通關,1,DOS,
cdg-5336,神探：迪克崔西,1991,DOS,0,,,,,站上沒有
cdg-5337,火箭人,1991,DOS,0,cmt9n2oi3002r04jmnwgbzunu,火箭人,2,DOS,
cdg-5339,布萊恩傳奇：海盜小子,1991,DOS,0,,,,,站上沒有
cdg-0039,鐵路A計畫,1992,DOS,12,cmta7yv5j002e04kz5ascbuco,鐵路 A 計劃,5,,
cdg-0045,B17飛行堡壘：英烈的歲月,1992,DOS,1,cmtpn1wgz00c904l6zi7mbbu3,B-17飛行堡壘,1,,
cdg-0196,南宋英烈傳,1992,DOS,0,,,,,站上沒有
cdg-0212,三國志3,1992,DOS,1,cmtpkcbg401is04jvmeipzt0j,三國志III,2,,
cdg-0324,乒乓彈珠檯,1992,DOS,0,cmtpkdzdu01w704jvz9ascx7z,乒乓彈珠檯,1,DOS,
cdg-0389,大戰略,1992,DOS,0,cmsumhmva001q04jofc6h5rj3,大戰略,5,,
cdg-0401,大滿貫橋牌2,1992,DOS,3,,,,,站上沒有
cdg-0431,天下統一,1992,DOS,5,cmtpl3m7q07se04jvnou6wh4g,天下統一,2,DOS,
cdg-0491,太平洋空戰英雄,1992,DOS,3,cmt9rt6f3000m04jsn35mpmks,太平洋空戰英雄,5,,要判
cdg-0491,太平洋空戰英雄,1992,DOS,3,cmta069tq000204jr2m4cz0tv,Aces of the Pacific,1,,要判
cdg-0533,小鬼當家2：紐約迷途,1992,DOS,0,,,,,站上沒有
cdg-0696,危城爭霸,1992,DOS,3,,,,,站上沒有
cdg-0704,外星大富翁,1992,DOS,4,,,,,站上沒有
cdg-0756,地下創世紀：冥河深淵,1992,DOS,4,cmt9n2o6g000d04jmxazbbt2z,地下創世紀：冥河深淵,3,,要判
cdg-0756,地下創世紀：冥河深淵,1992,DOS,4,cmtpk4j7f00w404jvc9f2ppdh,地下創世紀,1,,要判
cdg-0758,地下城主,1992,DOS,3,cmtdmiioj001504l4tnrmf8n2,DUNGEON MASTER,1,,
cdg-0858,航空大亨（Air Bucks）,1992,DOS,2,cmtplth1y0e1w04jvnzuu8s8a,航空大亨,1,,
cdg-0891,西洋封神榜,1992,DOS,5,cmtd0z9nw000c04l6q362yufz,西洋封神榜,1,DOS,
cdg-0931,台北夢幻幾何,1992,,3,,,,,站上沒有
cdg-0933,台海防衛戰,1992,DOS,4,cmt9n2oiy002v04jm282sw2sj,台海防衛戰,2,DOS,
cdg-0954,名流高爾夫386,1992,DOS,2,cmta1ag4y004a04jw8unm9jbv,名流高爾夫386,1,DOS,
cdg-1029,四川省2,1992,DOS,5,cmta16kxm001404jwi1rx3ig8,四川省2,0,,要判
cdg-1029,四川省2,1992,DOS,5,cmt1mvac4005r04juq6h9szpg,四川省II,4,,要判
cdg-1037,四玲瓏,1992,DOS,1,,,,,站上沒有
cdg-1048,國王密使6：希望之旅,1992,DOS,4,,,,,站上沒有
cdg-1078,如來金剛拳傳奇,1992,DOS,3,cmt1mj8hi000604jun9a6oxqo,如來金剛拳傳奇,4,DOS,
cdg-1105,巫術7：失落的迦地亞,1992,DOS,4,,,,,站上沒有
cdg-1117,帝國的光榮,1992,DOS,17,cmt1mvalg008b04jusyvoszx0,帝國的光榮,1,,要判
cdg-1117,帝國的光榮,1992,DOS,17,cmtdmiijn000j04l4maa9tm14,帝國之光榮,1,,要判
cdg-1174,沙丘魔堡,1992,DOS,0,cmt9rt6rv002t04js7unyjw5j,沙丘魔堡,1,DOS,
cdg-1175,沙丘魔堡2：王朝的建立,1992,DOS,1,,,,,站上沒有
cdg-1179,沙場風雲,1992,DOS,4,cmtpk5wa4016x04jvgczu2f4c,沙場風雲,1,DOS,
cdg-1275,激鬥戰士,1992,DOS,1,cmta1ag94005504jwx89yoobe,激鬥戰士,1,DOS,
cdg-1292,亞特蘭提斯之謎,1992,DOS,2,cmt9rt6oj002804jsqxw28o0a,亞特蘭提斯之謎,5,DOS,
cdg-1296,奇妙大百科,1992,DOS,4,cmta8ukwe000w04l6ae1whjkb,奇妙大百科,1,DOS,
cdg-1295,奇人黑桃2,1992,DOS,0,cmt9n4wsc007g04jmo7a56mub,奇人黑桃2,1,DOS,
cdg-1337,阿卡尼亞傳說,1992,DOS,0,,,,,站上沒有
cdg-1367,隋唐群雄傳,1992,DOS,1,cmt9rt6rc002q04jsvuf6g3dt,隋唐群雄傳,1,DOS,
cdg-1381,勇士傳奇,1992,DOS,7,cmta8mevy000s04jr4lp79x4z,勇士傳奇,4,,要判
cdg-1381,勇士傳奇,1992,DOS,7,cmtpjz2pp003704jv2udqq48p,Legends of Valour,1,,要判
cdg-1468,美女梭哈,1992,DOS,2,,,,,站上沒有
cdg-1477,美少女夢工場,1992,DOS,5,cmtpkd3t301ny04jvg13vwhml,美少女夢工場,1,,要判
cdg-1477,美少女夢工場,1992,DOS,5,cmta16l12001v04jwfc8th1lk,美少女夢工廠,1,,要判
cdg-1512,風林火山,1992,DOS,0,,,,,站上沒有
cdg-1557,人車一體,1992,DOS,5,,,,,站上沒有
cdg-1560,人類也瘋狂,1992,DOS,0,cmtpkznc006p804jvj7c7eszz,人類也瘋狂,1,DOS,
cdg-1628,俠影記,1992,DOS,7,cmt1mvajb008004juolt6ly5l,俠影記,7,DOS,
cdg-1701,夏日物語,1992,DOS,4,cmta16l1g001y04jw5v2brzki,夏日物語,1,DOS,
cdg-1863,禁忌遊戲,1992,DOS,0,,,,,站上沒有
cdg-1869,福爾摩莎：本國地理篇,1992,DOS,0,,,,,站上沒有
cdg-1959,築城大師2：王位爭奪戰,1992,DOS,2,cmtpk1s5h00hy04jvlj2v5lme,CastleS II: Siege & Conquest,1,,
cdg-2036,德軍總部（Wolfenstein 3D）,1992,DOS,0,cmtpk5e1r013404jvro0fzpkt,德軍總部,1,,
cdg-2044,紅色帝國警示錄：克里姆林宮的危機,1992,DOS,0,,,,,站上沒有
cdg-2107,經典俄羅斯方塊,1992,DOS,1,,,,,站上沒有
cdg-2126,縱橫七海,1992,DOS,0,,,,,站上沒有
cdg-2147,象棋大師3：將族,1992,DOS,4,,,,,站上沒有
cdg-2161,超人戰記,1992,DOS,1,,,,,站上沒有
cdg-2177,超時空麻將：魔石神姬傳,1992,,1,,,,,站上沒有
cdg-2204,超級大戰略,1992,DOS/V,6,,,,,站上沒有
cdg-2206,超級學園麻雀,1992,DOS,1,,,,,站上沒有
cdg-2269,黑暗之蠱,1992,DOS,6,cmtpksrer04wd04jvw6mkr5al,黑暗之蠱,1,DOS,
cdg-2350,新美女拳,1992,DOS,1,,,,,站上沒有
cdg-2417,星際爭霸戰：25週年紀念,1992,DOS,1,cmt9n4wh7004r04jm8gld4ln8,Star Trek-25th Anniversary,1,,要判
cdg-2417,星際爭霸戰：25週年紀念,1992,DOS,1,cmtdmiika000m04l4tyan17tq,星艦迷航記,1,,要判
cdg-2440,春秋爭霸傳,1992,DOS,0,cmt8znyya002d04jy0wsqxyon,春秋爭霸傳,2,DOS,
cdg-2516,聖域傳說,1992,DOS,7,cmsysv1og001904jogbyp64x1,聖域傳說,8,,
cdg-2592,邪神傳說,1992,DOS,2,cmtpk138c00f904jveqrkayl8,邪神傳說,1,DOS,
